"TOPWET","STREAMS_KM_SQ_KM","STRAHLER_MAX","PCT_1ST_ORDER","PCT_2ND_ORDER","PCT_3RD_ORDER","PCT_4TH_ORDER","PCT_5TH_ORDER","PCT_6TH_ORDER_OR_MORE"
7.43399749806248,0.311380711224313,6,0.455020410633886,0.213290338145763,0.145313078596737,0.112824475788586,0.0457058141828152,0.0278458826522128
7.43437139266601,0.311614758779241,6,0.454715942587738,0.213130140078354,0.145203936876756,0.112739735602345,0.04567148546842,0.0285387593863866
7.57833554660244,0.453045064664204,6,0.444381086416482,0.221743644822887,0.153796516577566,0.120577178819928,0.0335508213032463,0.0259507520598905
8.68703537057398,0.013696143999882,4,0.502357757523158,0.25306375068839,0.144911834085776,0.0996666577026759,0,0.0996666577026759
7.33312921467659,0.223123056830843,6,0.459332608966425,0.211047579237873,0.152781413760958,0.0928206803784465,0.0638129801114962,0.0202047375448012
7.62814082243555,0.0143585112097721,4,0.447771798803308,0.245307266479944,0.251785614813725,0.0551353199030235,0,0.0551353199030235
7.94904718706508,0.00823009349298758,4,0.447737635815338,0.2745651728905,0.144790149009134,0.132907042285029,0,0.132907042285029
7.36166952479213,0.244862322802571,6,0.453267777120087,0.217090482251202,0.149230706969711,0.0995141350879946,0.0581475623730109,0.0227493361979942
8.19335598563254,0.0418422581056469,5,0.484324000673703,0.241505853048007,0.0965008093533701,0.145917167357659,0.0317521695672613,0.0317521695672613
8.08477184944412,0.00990806642306192,3,0.487194545907339,0.316800988626083,0.196004465466577,0,0,0.196004465466577
8.14790229482856,0.0394162670528161,5,0.4856529092582,0.245086507033073,0.102257668379495,0.155120857459901,0.0118820578693303,0.0118820578693303
7.36178001921376,0.244887987405489,6,0.453220274024331,0.217067730865627,0.14921506738331,0.0995037058677261,0.0581414684273063,0.0228517534317003
8.08477184944412,0.00990806642306192,3,0.487194545907339,0.316800988626083,0.196004465466577,0,0,0.196004465466577
7.84027064430629,0.00654535528859879,3,0.374637357329053,0.342760029531153,0.282602613139794,0,0,0.282602613139794
7.13609281511257,0.00567736247580122,3,0.717312648456926,0.184907104232823,0.0977802473102509,0,0,0.0977802473102509
7.20213938676308,0.00670341478498423,3,0.553119913766155,0.289679517692875,0.157200568540971,0,0,0.157200568540971
9.14110178520533,0.184835220294325,5,0.467770241800034,0.260932812796167,0.150761929446079,0.0638419645819338,0.0566930513757871,0.0566930513757871
8.91600057259611,0.0158744914862859,4,0.494868034698757,0.283221056165463,0.165205098012184,0.0567058111235968,0,0.0567058111235968
9.07551065487964,0.154797851656859,5,0.470291796607314,0.255342925360726,0.147987766304247,0.0766560693047785,0.0497214424229339,0.0497214424229339
8.92216880028074,0.394220825058088,6,0.492774499615377,0.257149025061332,0.126933286482038,0.06671841794326,0.0344233698413372,0.0220014010566558
8.99686385763574,0.185742886231194,6,0.495409990804191,0.24713720076235,0.118971319922629,0.111307279005305,0.0178089064334697,0.00936530307205493
8.98036804575911,0.665226784345771,6,0.497445419052888,0.260146501908353,0.120054306678372,0.0663794956979251,0.020378593789765,0.0355956828726964
8.900402526827,0.45757396544984,6,0.491305854745335,0.263836165067119,0.12549436118746,0.0607756552805238,0.0296063568925568,0.0289816068270056
9.06651011722016,0.114894352874952,5,0.479131345688506,0.252800423829164,0.138328482149572,0.0987208993443449,0.0310188489884134,0.0310188489884134
8.91370151611494,0.556082049183862,6,0.492325276882679,0.264259647310796,0.126388545076072,0.0622513924129084,0.024488851692097,0.0302862866254471
8.78930509338383,0.0460608897441364,4,0.488241683278688,0.276583203300548,0.119269027553169,0.115906085867595,0,0.115906085867595
7.59172160822213,0.580592870223536,6,0.50591932431318,0.234879045936497,0.124395865931471,0.0752291767007092,0.0437847543517365,0.0157918327664066
7.1309099299919,0.0640487336543288,5,0.490632480073969,0.21581137995146,0.136418956001153,0.121861899040173,0.0352752849332446,0.0352752849332446
7.39092240787612,0.072203371310821,5,0.513310633065767,0.190278875705849,0.113814659942991,0.0768220762544622,0.105773755030931,0.105773755030931
7.15017186375948,0.144190801513668,6,0.475285721747923,0.247176364474768,0.13756311805766,0.0815172672543942,0.0348619934470107,0.0235955350182431
7.89738711126749,5.81468633358502,7,0.497719469307097,0.243459954417379,0.118755184095105,0.0664134205062415,0.0317000384290411,0.041951933245136
7.39352781171817,0.0506321359723797,5,0.456728476288085,0.238880085075269,0.125745716989189,0.115336624355653,0.0633090972918041,0.0633090972918041
8.43407921141509,0.0525338675318351,5,0.52352743775726,0.227516849127587,0.138192767598896,0.0947766144295087,0.0159863310867487,0.0159863310867487
8.37225376914509,0.0970658148141532,4,0.422209439529403,0.268107848618548,0.200009565197095,0.109673146654954,0,0.109673146654954
7.29434393022565,0.413849202237329,6,0.516052264699692,0.24210401993846,0.113877350985135,0.0726864093016567,0.0469962172293969,0.0082837378456591
7.3462897598873,0.125741447102372,6,0.495038426282599,0.229377512175051,0.153853801596728,0.0596315791136863,0.0498806258287697,0.0122180550031659
8.24307742413372,0.330254728797376,6,0.448786288474227,0.285992578148106,0.120109288510326,0.0674960501323922,0.0528282126111321,0.0247875821238172
7.38527054642399,0.020193244708043,4,0.445127719929267,0.35029562911595,0.0567417415966887,0.147834909358094,0,0.147834909358094
7.40145949505537,0.138193555341728,6,0.490109998958876,0.246074161985305,0.141847944882776,0.0542044769057742,0.0451350420253304,0.0226283752419379
7.63907854767235,0.0734459820352269,4,0.498134786947569,0.208566888096027,0.122914972405684,0.170383352550719,0,0.170383352550719
8.11603498461228,0.169156875336221,5,0.474700306700542,0.243053716122323,0.143545016570814,0.101914242206036,0.0367867184002852,0.0367867184002852
7.95032809948977,6.47680741461002,7,0.493923115234407,0.247000443800821,0.117679549013712,0.0662582636309756,0.0329383124704079,0.0422003158496761
7.44027974060255,0.0633932895325764,5,0.512312758200888,0.219978128293064,0.100711941342748,0.0520728846642771,0.114924287499023,0.114924287499023
7.33257638132645,0.293600894674523,6,0.506469528433119,0.262180264877687,0.114135381604805,0.0563720084250679,0.0362543995283557,0.024588417130966
7.29520057360607,0.17252231401563,6,0.474594928707701,0.255324119512687,0.137914605976236,0.0681040318093415,0.0290877308296007,0.0349745831644345
7.30218662666765,0.211959489286413,6,0.487953200969534,0.278764233888397,0.113541420294785,0.0628885860942918,0.024229889623426,0.0326226691295662
7.42603617102078,0.0733443467516759,5,0.510115976199946,0.212885544720556,0.175210085827039,0.0463819772613446,0.055406415991114,0.055406415991114
7.42617197669097,0.0732074330359558,5,0.510906397172976,0.213283686681584,0.175537766540423,0.0464687215793181,0.0538034280256992,0.0538034280256992
7.96297845852079,0.143110446355611,6,0.440288630056433,0.278758017364409,0.157738882987974,0.0640931200939768,0.0551092341207061,0.00401211537650044
8.88575731188693,0.0164599755258344,3,0.440217152291076,0.339917251721052,0.219865595987873,0,0,0.219865595987873
9.00349780376233,0.000850760164062155,2,0.33145175908412,0.66854824091588,0,0,0,0.66854824091588
8.94819945650789,0.0846173252967028,5,0.479949925147571,0.287826796152895,0.109597181808739,0.0894993591206571,0.0331267377701379,0.0331267377701379
7.30754410961748,0.444723014356377,6,0.521611109020497,0.23879583257438,0.115822378604946,0.0628302298029776,0.0532387635596212,0.00770168643757795
7.61853995504969,0.163589124917686,6,0.482328423669372,0.252420620145757,0.137137560366911,0.0461093426662236,0.0382424995870472,0.0437615535646896
8.19255736476511,0.0333485325788559,5,0.496147924332893,0.265478228990995,0.136568280734588,0.0400504641884567,0.0617551017530675,0.0617551017530675
7.40973362544281,0.0409394851446049,4,0.513077268892272,0.204733493365253,0.14877415227948,0.133415085462995,0,0.133415085462995
7.52996223303252,0.0128793926663737,4,0.484137668826419,0.289879650742373,0.177596528589213,0.0483861518419944,0,0.0483861518419944
8.06982849007591,0.0799195765397824,4,0.428707775582403,0.25062578850222,0.209269714709146,0.111396721206231,0,0.111396721206231
7.59808005124083,0.0465648987597853,5,0.481950683583052,0.213900160497738,0.168176841285538,0.0210132246878812,0.114959089945791,0.114959089945791
9.61524333206595,0.00303299833362531,2,0.732748602572008,0.267251397427991,0,0,0,0.267251397427991
7.950486076885,6.47793502553774,7,0.493868028032562,0.247044449362584,0.11765906459315,0.0662392870262498,0.03293257891474,0.0422565920707142
7.09405149656136,0.0195077103032561,4,0.460157911448382,0.216276805350681,0.110722284777386,0.212842998423551,0,0.212842998423551
7.45590500674319,0.0589314978765297,5,0.521435692363355,0.212159209276606,0.185353275057515,0.0577778493864634,0.0232739739160614,0.0232739739160614
7.34654491627549,0.125856865008951,6,0.494642005857591,0.22924825193382,0.153749186079179,0.059590496507697,0.0498473402955029,0.0129227193262098
7.7177253106554,0.0261922947658584,4,0.492557338558009,0.256529886406298,0.148693582933162,0.102219192102531,0,0.102219192102531
7.34629951958876,0.118782253012257,6,0.497626042433214,0.224126266419126,0.160418509109215,0.0631337655365612,0.0528097149337447,0.00188570156813957
7.30300059338196,0.347114999118327,6,0.508661319070601,0.256345674650872,0.119144117758093,0.0533553981294931,0.0306651229835917,0.0318283674073494
