319,Ganga,Darauli,26.05,84.14
320,Ganga,DelhiRlyBridge,28.66,77.25
321,Ganga,DeoprayagB,30.16,78.60
322,Ganga,DeoprayagG,30.14,78.60
323,Ganga,Dhaneta,28.51,79.25
324,Ganga,Dhansa,28.54,76.87
325,Ganga,Dharamnagari,29.37,78.03
326,Ganga,Dharchula,29.85,80.55
327,Ganga,Dhareri,23.13,75.51
328,Ganga,DhengBridge,26.73,85.33
329,Ganga,DhengraGhat,25.85,87.80
330,Ganga,Dholpur,26.65,77.90
331,Ganga,Dighaghat,25.66,85.09
332,Ganga,Duddhi,24.23,83.27
333,Ganga,Dumariaghat,26.34,84.76
334,Ganga,DurgapurBarrage,23.47,87.30
335,Ganga,Ekmighat,26.11,85.88
336,Ganga,Elginbridge,27.09,81.48
337,Ganga,EnglishBazar,25.01,88.15
338,Ganga,Etawah,26.75,78.98
339,Ganga,Farakka,24.79,87.94
340,Ganga,FarakkaFeederCanal,24.81,87.92
341,Ganga,FatehganjEast,28.07,79.64
342,Ganga,Fatehgarh,27.40,79.62
343,Ganga,Gaighat,27.99,81.43
344,Ganga,Gaisabad,24.30,79.85
345,Ganga,Galeta,29.07,77.46
346,Ganga,Galgalia,26.52,88.10
347,Ganga,GandhiGhat,25.64,85.20
348,Ganga,GandhisagarDam,24.70,75.55
349,Ganga,GangpurSiswan,25.92,84.38
350,Ganga,Garhakota,23.83,79.17
351,Ganga,Garhamukteshwar,28.80,78.14
352,Ganga,Garrauli,25.08,79.34
353,Ganga,Gaya,24.80,85.02
354,Ganga,Ghat,29.51,80.13
355,Ganga,Ghazipur,25.55,83.56
356,Ganga,Gheropara,23.62,87.70
357,Ganga,GiridihSeasonal,24.19,86.32
358,Ganga,GokulBarrage,27.44,77.71
359,Ganga,Goverdheyghat,23.70,81.25
360,Ganga,Hajipur,25.71,85.19
361,Ganga,Hamirpur,25.96,80.15
362,Ganga,Hanskhali,23.36,88.61
363,Ganga,Hardwar,29.98,78.19
364,Ganga,Harinkhola,22.84,87.90
365,Ganga,Haripur,30.54,77.82
366,Ganga,Hathidah,25.38,85.99
367,Ganga,Hayaghat,26.05,85.87
368,Ganga,Hendgir,23.71,85.16
369,Ganga,Hetimpur,26.74,83.83
370,Ganga,Indrapuri,24.88,84.18
371,Ganga,Islampur,24.15,88.47
372,Ganga,Jahangirabad,27.53,81.12
373,Ganga,Jainagar,26.57,86.22
374,Ganga,Jalalpur,25.63,82.74
375,Ganga,Jamalpur,23.07,87.99
376,Ganga,Jamtara,23.98,86.85
377,Ganga,Japla,24.59,83.95
378,Ganga,JateionBarrage,30.60,77.44
379,Ganga,Jauljibi,29.76,80.37
380,Ganga,Jaunpur,25.79,82.64
381,Ganga,Jhanjharpur,26.23,86.26
382,Ganga,Jhawa,25.60,87.79
383,Ganga,Jhokoo,24.43,82.21
384,Ganga,Jhulaghat,29.57,80.39
385,Ganga,Joshimath,30.57,79.55
386,Ganga,Kachlabridge,27.93,78.86
387,Ganga,Kadirganj,24.92,85.60
388,Ganga,Kahalgaon,25.29,87.23
389,Ganga,Kaimaha,25.10,79.83
390,Ganga,Kakarahi,27.24,83.00
391,Ganga,Kakardhari,27.85,81.82
392,Ganga,Kalagarh,29.50,78.76
393,Ganga,Kalanau,30.07,77.35
394,Ganga,KalnaEbb,23.22,88.37
395,Ganga,KalnaFlow,23.22,88.37
396,Ganga,Kalpi,26.19,79.70
397,Ganga,Kamtaul,26.34,85.85
398,Ganga,KangsabatiDam,22.95,86.79
399,Ganga,KannaujGumatia,27.06,79.96
400,Ganga,Kanpur,26.46,80.38
401,Ganga,Karanprayag,30.26,79.21
402,Ganga,Kamal,29.69,77.15
403,Ganga,Kasganj,27.51,78.92
404,Ganga,KatwaPurbastHali,23.62,88.18
405,Ganga,Khadda,27.22,83.93
406,Ganga,Khagaria,25.50,86.45
407,Ganga,Kharidwar,23.00,86.64
408,Ganga,Kharra,23.50,82.85
409,Ganga,Khatoli,25.68,76.43
410,Ganga,Kinjer,25.22,84.83
411,Ganga,Koelwar,25.58,84.81
412,Ganga,KonarDam,23.93,85.76
,Ganga,Kora,26.11,80.53
,Ganga,Kota,24.45,83.14
,Ganga,KuldahBridge,24.41,81.69
,Ganga,Kursela,25.42,87.24
,Ganga,Kushkami,23.95,87.36
,Ganga,Labha,25.43,87.77
,Ganga,Lakhisarai,25.18,86.10
,Ganga,LalbegiaGhat,26.68,85.01
,Ganga,Lalganj,25.83,85.16
,Ganga,Lalgarh,22.58,87.04
,Ganga,Lalpur,26.27,79.95
,Ganga,LucknowHanumanSetu,26.86,80.94
,Ganga,Maharo,24.32,87.20
,Ganga,Mahidpur,23.48,75.63
,Ganga,Mahua,25.81,85.40
,Ganga,Maighat,25.64,82.86
,Ganga,MaithonDam,23.79,86.81
,Ganga,Mandawara,25.37,76.15
,Ganga,Manderial,26.27,77.28
,Ganga,Mandla,24.75,80.01
,Ganga,Maner,25.67,84.82
,Ganga,Maniram,26.85,83.33
,Ganga,Mankatha,25.22,86.06
