Ganga_Narayanpur,161.74
Ganga_Narhan,9.33
Ganga_NaroraBarrage,29561.44
Ganga_Naugaon,801.39
Ganga_Naula,1098.3
Ganga_Nautghat,26488.47
Ganga_Neemsar,4589.17
Ganga_Nimoda,5675.81
Ganga_Nutanhat,5570.03
Ganga_Pachauli,3183.32
Ganga_Palasipara,17.17
Ganga_Pali,76699.9
Ganga_Paliakalan,17114.67
Ganga_Palla,17004.44
Ganga_PalmerGanj,563.48
Ganga_Pancheshwar,12283.98
Ganga_PancheshwarG,12282.51
Ganga_PanchetDam,11289.04
Ganga_Paonta,10975.38
Ganga_Phaphamau,93408.05
Ganga_Phephna,1.71
Ganga_Phulberia,6.9
Ganga_Pipli,2198.83
Ganga_Poomagiri,15152.49
Ganga_Pratapgarh,9615.35
Ganga_Pratappur,338831.55
Ganga_Pupunki,8417.55
Ganga_Raibareli,5135.2
Ganga_Rajapur,337222.58
Ganga_Rajghat,16828.77
Ganga_Rajmahal,94.67
Ganga_Rameshwar,2455.18
Ganga_Ramgarh,3492.5
Ganga_Ramnagar,1867.83
Ganga_Rampur,2591.24
Ganga_RangagoraPurihansa,280.46
Ganga_Regauli,8417.68
Ganga_Rewaghat,41331.67
Ganga_RihandDam,12812.17
Ganga_Rishikesh,21791.9
Ganga_Rudraprayag,10297.92
Ganga_Rudraprayag1,8610.89
Ganga_RudraprayagBelowConfluence,10299.18
Ganga_Runisaidpur,308.74
Ganga_Rupaligarh,13552.73
Ganga_Rusera,60.73
Ganga_Sahibganj,2.26
Ganga_Salavad,7029.91
Ganga_Salempur,3163.22
Ganga_SamastiPur,1.54
Ganga_Sangod,9321.15
Ganga_SankoGhat,2538.18
Ganga_Sarangpur,2651.44
Ganga_Satna,3082.54
Ganga_Saulighat,692.21
Ganga_Seondha,12926.19
Ganga_Shahijina,43750.76
Ganga_Shahjadpur,92008.42
Ganga_Shardanagar,19245.17
Ganga_SikanderPur,13524.94
Ganga_Sikatia,2002.44
Ganga_SilliguriChampasari,154.21
Ganga_Simulia,713.31
Ganga_Sirsa,452841.33
Ganga_Sitamarhi,453168.69
Ganga_Sonapur,190.58
Ganga_Sonebarsha,1.08
Ganga_Srinagar,10627.74
Ganga_Sripalpur,1.4
Ganga_Sultanpur,16363.94
Ganga_Taibpur,636.04
Ganga_Tajewala,11389.96
Ganga_Tal,4368.34
Ganga_Tantloi,379.19
Ganga_Tawaghat,3085.22
Ganga_Tehri,1304.3
Ganga_TehriZeroPointBridge,7309.32
Ganga_TenughatDam,8.65
Ganga_Thai,857.4
Ganga_TilaiyaDam,963.84
Ganga_TilparaBarrage,3153.59
Ganga_Tonk,43112.94
Ganga_TonsAquaduct,16281.4
Ganga_Trimohinighat,707.69
Ganga_Triveni,36417.32
Ganga_TuiniP,3431.09
Ganga_TuiniT,1419.05
Ganga_Tumri,1477.76
Ganga_Turtipar,123579.67
Ganga_Tusuma,1458.8
Ganga_Udi,141913.77
Ganga_Ujjain,2043.93
Ganga_Uskabazar,2222.02
Ganga_Uttarkashi,4552.42
Ganga_Varanasi,456528.55
Ganga_YashwantNagar,1382.96
Godawari_Ambabal,1943.82
Godawari_Ashti,51434.66
Godawari_Babli,55275.24
Godawari_Balaghat,8526.93
Godawari_Balharsha,45821.72
Godawari_Bamini_Balharsha,46176.75
Godawari_Basar,86521.81
Godawari_Betmogra,2079.97
Godawari_Bhadrachalam,277160.9
Godawari_Bhandra,20847.42
Godawari_Bhatkhedda,4695.6
Godawari_Bhatpalli,3125.55
Godawari_Bishnur,4954.32
Godawari_Chass,5145.35
Godawari_Cherribeda,1028.24
Godawari_Chindnar,17887.55
Godawari_Degloor,1877.49
