POP,HFI,AGRI,NITRO,PHOSF,POTAS,GDP_1990,GDP_1991,GDP_1992,GDP_1993,GDP_1994,GDP_1995,GDP_1996,GDP_1997,GDP_1998,GDP_1999,GDP_2000,GDP_2001,GDP_2002,GDP_2003,GDP_2004,GDP_2005,GDP_2006,GDP_2007,GDP_2008,GDP_2009,GDP_2010,GDP_2011,GDP_2012,GDP_2013,GDP_2014,GDP_2015,HDI_1990,HDI_1991,HDI_1992,HDI_1993,HDI_1994,HDI_1995,HDI_1996,HDI_1997,HDI_1998,HDI_1999,HDI_2000,HDI_2001,HDI_2002,HDI_2003,HDI_2004,HDI_2005,HDI_2006,HDI_2007,HDI_2008,HDI_2009,HDI_2010,HDI_2011,HDI_2012,HDI_2013,HDI_2014,HDI_2015
216.58,40.57,0.48,133781.01,60030.69,19887.97,1605.14,1489.91,1555.34,1508.46,1570.32,1701.45,1858.48,1947.76,2043.35,2134.70,2037.39,2161.09,1997.70,2310.77,2295.81,2438.26,2673.67,2792.09,2893.68,3057.74,3419.92,3598.66,3752.12,3950.99,4185.52,4448.26,0.38,0.39,0.39,0.40,0.41,0.41,0.42,0.43,0.43,0.44,0.44,0.45,0.45,0.47,0.47,0.48,0.49,0.50,0.51,0.51,0.52,0.53,0.54,0.55,0.55,0.56
163.55,35.79,0.63,129499.43,50156.59,16393.34,1571.94,1431.83,1451.34,1546.89,1665.50,1786.57,1889.81,1906.72,1933.34,1972.73,1871.46,1977.12,1910.77,2119.33,2165.78,2210.94,2404.96,2520.49,2638.51,2764.21,2963.96,3118.87,3251.87,3424.22,3627.49,3855.19,0.37,0.38,0.38,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.43,0.44,0.44,0.45,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.52,0.53,0.54,0.55
313.82,32.52,0.49,316809.56,125732.28,13428.23,1126.84,1136.09,1133.87,1127.61,1164.36,1193.57,1239.86,1270.47,1308.35,1372.61,1407.43,1440.39,1464.82,1508.22,1564.26,1628.79,1707.33,1785.81,1863.53,1974.86,2070.16,2161.30,2252.91,2355.85,2481.85,2601.47,0.38,0.38,0.39,0.39,0.40,0.41,0.41,0.42,0.43,0.43,0.44,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.50,0.51,0.52,0.53,0.54,0.54,0.55,0.55
71.42,26.38,0.24,38132.31,14569.22,1585.86,1450.78,1434.29,1419.67,1395.65,1420.57,1478.55,1553.06,1588.81,1660.50,1773.56,1796.54,1818.85,1878.89,1933.10,2005.28,2111.68,2232.70,2354.08,2457.22,2629.44,2783.40,2933.33,3062.26,3227.15,3419.89,3634.70,0.46,0.47,0.47,0.48,0.49,0.50,0.50,0.51,0.52,0.53,0.53,0.54,0.54,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.63,0.64,0.65,0.65,0.66,0.67
70.87,27.60,0.15,41985.27,16417.82,1556.00,1443.77,1426.43,1409.23,1386.02,1409.14,1463.58,1533.28,1563.19,1627.89,1732.81,1749.32,1765.29,1820.53,1871.61,1938.00,2042.12,2160.46,2278.27,2372.13,2541.51,2687.50,2831.01,2954.37,3112.72,3298.30,3505.43,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.60,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67
498.25,38.55,0.74,282448.50,96714.98,30552.05,1166.50,1163.09,1155.03,1167.04,1218.41,1255.15,1308.20,1341.46,1380.08,1449.93,1513.42,1568.00,1592.87,1645.87,1760.76,1764.81,1850.27,1939.24,2020.60,2121.84,2263.89,2352.81,2446.10,2550.17,2681.60,2803.07,0.38,0.38,0.39,0.40,0.40,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.45,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.53,0.54,0.54,0.55,0.56
229.49,37.74,0.47,165792.02,72934.01,22580.33,1603.18,1485.22,1547.13,1512.55,1579.60,1710.31,1863.17,1946.50,2036.29,2123.06,2024.78,2147.57,1991.43,2296.92,2286.88,2421.07,2653.57,2771.78,2874.89,3035.59,3384.87,3561.78,3713.67,3910.50,4142.63,4402.68,0.38,0.39,0.39,0.40,0.40,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.45,0.46,0.47,0.48,0.49,0.50,0.50,0.51,0.52,0.53,0.53,0.54,0.55,0.56
409.92,37.12,0.51,363893.32,142136.86,24084.39,1467.67,1407.89,1417.71,1420.83,1476.58,1557.93,1649.94,1689.60,1749.20,1834.10,1810.61,1875.86,1852.52,1995.09,2047.24,2136.45,2293.91,2409.89,2515.05,2669.06,2879.27,3026.76,3155.80,3320.14,3514.75,3728.85,0.38,0.38,0.39,0.39,0.40,0.41,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.50,0.50,0.51,0.52,0.53,0.54,0.54,0.55
114.48,30.98,0.65,98297.85,36605.57,11626.01,1478.90,1362.12,1371.37,1444.00,1539.49,1640.36,1729.19,1744.16,1773.70,1822.01,1749.50,1828.85,1790.17,1950.26,2015.20,2051.23,2223.79,2340.24,2448.02,2567.75,2756.42,2900.48,3024.17,3184.45,3373.48,3585.25,0.41,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.47,0.48,0.49,0.50,0.51,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.58,0.59
184.84,27.67,0.38,81628.18,31073.04,5193.47,1161.44,1194.65,1205.08,1208.59,1267.01,1286.83,1330.06,1382.69,1427.54,1494.60,1569.63,1653.38,1688.75,1752.84,1841.30,1895.13,1993.26,2091.59,2189.15,2307.87,2401.85,2505.09,2621.51,2734.14,2871.56,2978.56,0.38,0.39,0.39,0.40,0.41,0.41,0.42,0.43,0.43,0.44,0.45,0.45,0.46,0.47,0.47,0.48,0.49,0.50,0.51,0.52,0.53,0.54,0.54,0.55,0.56,0.56
641.26,41.35,0.70,260179.84,81017.06,37604.44,1152.07,1100.97,1072.85,1084.66,1116.06,1160.24,1209.56,1224.47,1269.82,1355.23,1385.92,1396.03,1443.18,1453.74,1610.42,1563.39,1668.69,1798.86,1870.17,1969.35,2153.98,2266.56,2363.21,2488.47,2636.18,2801.67,0.37,0.37,0.38,0.38,0.39,0.39,0.40,0.40,0.41,0.42,0.42,0.43,0.43,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.50,0.50,0.51,0.52,0.53,0.53
129.72,29.06,0.34,107550.27,40662.11,5840.51,1037.79,1054.85,1057.25,1054.59,1095.10,1118.54,1159.78,1193.86,1228.91,1286.52,1325.90,1366.07,1385.08,1427.07,1480.58,1533.98,1604.59,1677.55,1752.55,1853.16,1936.19,2019.02,2106.58,2199.55,2313.86,2414.98,0.39,0.39,0.40,0.41,0.41,0.42,0.43,0.43,0.44,0.45,0.45,0.46,0.46,0.47,0.48,0.49,0.50,0.50,0.51,0.52,0.54,0.55,0.55,0.56,0.56,0.57
348.78,35.06,0.35,350494.20,132364.84,19713.11,1442.93,1424.98,1406.70,1383.96,1406.34,1459.41,1527.25,1554.06,1615.03,1715.92,1729.27,1741.04,1792.87,1841.80,1905.01,2008.03,2123.56,2238.13,2328.09,2494.69,2637.42,2776.67,2896.29,3050.61,3232.07,3434.99,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.48,0.49,0.49,0.51,0.52,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.60,0.61
1043.31,43.12,0.45,742110.54,242547.30,62662.00,1442.22,1423.75,1404.54,1382.21,1403.94,1455.86,1522.10,1546.26,1604.05,1701.50,1712.16,1720.35,1769.26,1816.36,1876.87,1978.94,2092.08,2203.89,2290.52,2454.73,2594.69,2730.30,2846.73,2997.62,3175.56,3374.90,0.36,0.37,0.37,0.38,0.38,0.39,0.40,0.40,0.41,0.42,0.42,0.42,0.43,0.44,0.45,0.46,0.46,0.47,0.48,0.48,0.49,0.50,0.51,0.52,0.52,0.53
318.56,32.59,0.49,321727.29,127715.06,13612.95,1128.36,1137.36,1135.02,1128.71,1165.35,1194.68,1241.05,1271.57,1309.55,1373.99,1408.66,1441.42,1466.02,1509.34,1565.57,1630.13,1708.88,1787.60,1865.36,1976.90,2072.53,2163.91,2255.63,2358.83,2485.10,2605.17,0.38,0.38,0.39,0.39,0.40,0.41,0.41,0.42,0.43,0.43,0.44,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.50,0.51,0.52,0.53,0.54,0.54,0.55,0.55
199.11,32.74,0.69,188833.22,87557.15,28006.85,1581.17,1432.40,1454.67,1558.60,1684.10,1810.09,1915.96,1932.35,1956.76,1992.01,1882.79,1995.37,1920.83,2140.88,2186.32,2227.44,2427.21,2543.00,2663.25,2786.22,2990.21,3146.49,3280.67,3454.55,3659.62,3889.34,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51
208.54,31.41,0.28,159898.81,55718.48,11384.35,1443.23,1425.50,1407.60,1384.70,1407.34,1460.90,1529.40,1557.31,1619.61,1721.94,1736.42,1749.69,1802.73,1852.42,1916.77,2020.18,2136.71,2252.44,2343.79,2511.38,2655.27,2796.03,2916.99,3072.74,3255.67,3460.10,0.45,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.61,0.62,0.62,0.63,0.64,0.65
337.79,31.78,0.58,197051.93,67753.15,19530.29,1048.51,993.52,967.95,979.09,1001.04,1029.76,1060.68,1061.52,1090.50,1156.47,1179.82,1168.97,1218.56,1203.04,1359.55,1317.28,1416.97,1540.32,1609.55,1677.44,1837.80,1933.85,2016.32,2123.19,2249.22,2390.41,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51
146.83,30.19,0.21,151863.80,60578.30,5312.73,1442.22,1423.75,1404.54,1382.21,1403.94,1455.86,1522.10,1546.26,1604.05,1701.50,1712.16,1720.35,1769.26,1816.36,1876.87,1978.94,2092.08,2203.89,2290.52,2454.73,2594.69,2730.30,2846.73,2997.62,3175.56,3374.90,0.46,0.46,0.47,0.47,0.48,0.49,0.50,0.50,0.51,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.65,0.65,0.66
438.63,38.30,0.50,375021.21,146560.56,26020.92,1571.31,1499.69,1514.75,1511.50,1569.07,1664.17,1771.44,1818.54,1888.96,1984.47,1949.60,2025.65,1987.32,2161.73,2207.24,2314.30,2493.71,2619.33,2733.11,2905.67,3152.53,3317.41,3458.98,3642.38,3858.63,4100.85,0.38,0.38,0.39,0.40,0.40,0.41,0.42,0.42,0.43,0.43,0.44,0.44,0.45,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.52,0.53,0.54,0.55,0.55
401.13,29.16,0.84,309625.97,108431.83,30829.63,1048.51,993.52,967.95,979.09,1001.04,1029.76,1060.68,1061.52,1090.50,1156.47,1179.82,1168.97,1218.56,1203.04,1359.55,1317.28,1416.97,1540.32,1609.55,1677.44,1837.80,1933.85,2016.32,2123.19,2249.22,2390.41,0.35,0.35,0.36,0.36,0.37,0.38,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.44,0.45,0.45,0.46,0.46,0.47,0.48,0.49,0.50,0.50,0.51
160.07,37.12,0.63,117448.83,45222.00,15488.33,1581.17,1432.40,1454.67,1558.60,1684.10,1810.09,1915.96,1932.35,1956.76,1992.01,1882.79,1995.37,1920.83,2140.88,2186.32,2227.44,2427.21,2543.00,2663.25,2786.22,2990.21,3146.49,3280.67,3454.55,3659.62,3889.34,0.36,0.36,0.37,0.38,0.38,0.39,0.40,0.40,0.41,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.49,0.50,0.51,0.51,0.52,0.53
253.16,28.92,0.38,127508.60,47023.97,9837.90,1152.96,1179.53,1187.26,1191.34,1247.02,1267.51,1309.82,1358.55,1402.21,1469.18,1540.33,1616.98,1653.41,1711.52,1805.09,1851.70,1949.95,2050.15,2145.58,2260.48,2359.46,2462.15,2576.02,2688.22,2824.78,2934.35,0.38,0.38,0.39,0.40,0.40,0.41,0.42,0.42,0.43,0.44,0.44,0.44,0.45,0.46,0.47,0.48,0.48,0.49,0.50,0.51,0.52,0.53,0.54,0.55,0.55,0.55
402.69,38.57,0.44,296491.91,113078.68,22996.45,1658.47,1570.70,1607.53,1588.51,1652.46,1769.07,1905.05,1976.03,2067.22,2177.19,2130.35,2243.15,2153.38,2403.78,2438.41,2566.72,2786.36,2923.82,3054.20,3245.66,3578.19,3765.21,3925.77,4133.84,4379.23,4654.13,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.43,0.44,0.45,0.45,0.46,0.46,0.47,0.48,0.49,0.50,0.51,0.52,0.52,0.53,0.54,0.55,0.56,0.56,0.57
115.99,29.10,0.20,53382.02,20664.77,2078.48,1443.47,1425.92,1408.33,1385.29,1408.15,1462.10,1531.14,1559.95,1623.34,1726.83,1742.22,1756.71,1810.73,1861.05,1926.31,2030.05,2147.39,2264.05,2356.53,2524.93,2669.77,2811.76,2933.80,3090.72,3274.84,3480.48,0.46,0.46,0.47,0.48,0.48,0.49,0.50,0.51,0.51,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67
638.64,41.86,0.70,299659.25,86019.71,52170.19,1206.74,1157.69,1128.23,1140.39,1176.79,1229.13,1288.16,1310.49,1364.48,1460.16,1494.72,1515.91,1561.76,1586.09,1742.85,1693.31,1801.57,1935.35,2007.76,2123.46,2320.90,2442.20,2546.34,2681.30,2840.47,3018.77,0.37,0.38,0.38,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.43,0.44,0.44,0.45,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.52,0.53,0.54,0.55
82.29,27.14,0.32,59235.63,17752.11,4632.55,1666.49,1659.41,1699.13,1662.64,1725.52,1862.06,2042.54,2180.14,2372.93,2637.34,2782.34,2888.15,3003.94,3096.85,3267.05,3416.12,3539.18,3679.61,3977.86,4157.58,4482.20,4716.46,4917.59,5178.23,5485.61,5829.96,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.60,0.61,0.62,0.63,0.63,0.65,0.66,0.67,0.68,0.70,0.71,0.71,0.73,0.74,0.75,0.76,0.77,0.78
409.04,36.71,0.51,352825.40,137471.41,23601.12,1446.21,1391.40,1400.80,1404.04,1459.50,1536.95,1625.60,1665.46,1723.89,1807.61,1789.91,1855.18,1835.86,1972.29,2027.67,2113.35,2266.95,2382.09,2486.40,2637.45,2840.90,2985.40,3113.19,3274.07,3464.80,3672.32,0.38,0.38,0.39,0.39,0.40,0.41,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.50,0.50,0.51,0.52,0.53,0.54,0.54,0.55
179.40,35.44,0.64,156219.85,58376.78,18491.12,1457.87,1338.99,1347.94,1422.51,1518.10,1617.81,1704.78,1718.49,1746.44,1792.99,1721.05,1799.48,1760.71,1917.61,1987.69,2015.90,2187.83,2304.90,2411.78,2526.29,2716.12,2858.07,2979.95,3137.89,3324.16,3532.83,0.37,0.37,0.38,0.39,0.39,0.40,0.41,0.41,0.42,0.42,0.43,0.43,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.53,0.53,0.54
431.08,32.09,0.83,384844.35,133756.37,37420.54,1048.51,993.52,967.95,979.09,1001.04,1029.76,1060.68,1061.52,1090.50,1156.47,1179.82,1168.97,1218.56,1203.04,1359.55,1317.28,1416.97,1540.32,1609.55,1677.44,1837.80,1933.85,2016.32,2123.19,2249.22,2390.41,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51
25.27,28.20,0.05,38217.00,15388.74,1346.78,1442.22,1423.75,1404.54,1382.21,1403.94,1455.86,1522.10,1546.26,1604.05,1701.50,1712.16,1720.35,1769.26,1816.36,1876.87,1978.94,2092.08,2203.89,2290.52,2454.73,2594.69,2730.30,2846.73,2997.62,3175.56,3374.90,0.46,0.46,0.47,0.47,0.48,0.49,0.50,0.50,0.51,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.65,0.65,0.66
691.93,40.88,0.69,724479.89,282186.35,36153.33,1442.22,1423.75,1404.54,1382.21,1403.94,1455.86,1522.10,1546.26,1604.05,1701.50,1712.16,1720.35,1769.26,1816.36,1876.87,1978.94,2092.08,2203.89,2290.52,2454.73,2594.69,2730.30,2846.73,2997.62,3175.56,3374.90,0.35,0.36,0.36,0.37,0.37,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.43,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.49,0.50,0.51,0.52
515.65,38.68,0.75,294348.53,100901.20,31604.95,1160.87,1154.99,1146.10,1158.07,1208.03,1244.39,1296.39,1328.10,1366.26,1435.92,1497.50,1548.95,1575.00,1624.73,1741.61,1743.45,1829.59,1920.19,2000.98,2100.62,2243.55,2332.81,2425.58,2529.79,2660.96,2783.37,0.38,0.38,0.39,0.39,0.40,0.41,0.42,0.42,0.43,0.43,0.44,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.50,0.51,0.52,0.53,0.54,0.54,0.55,0.55
122.87,33.18,0.57,107445.87,40809.31,14205.17,1581.17,1432.40,1454.67,1558.60,1684.10,1810.09,1915.96,1932.35,1956.76,1992.01,1882.79,1995.37,1920.83,2140.88,2186.32,2227.44,2427.21,2543.00,2663.25,2786.22,2990.21,3146.49,3280.67,3454.55,3659.62,3889.34,0.37,0.38,0.38,0.39,0.39,0.40,0.41,0.41,0.42,0.43,0.43,0.43,0.44,0.45,0.46,0.47,0.48,0.48,0.49,0.50,0.51,0.51,0.52,0.53,0.54,0.54
11.49,27.03,0.01,8649.26,3445.02,294.79,1434.23,1417.09,1398.39,1375.28,1397.36,1449.44,1515.98,1544.22,1607.00,1708.84,1722.77,1739.12,1795.25,1846.72,1911.69,2014.93,2136.12,2256.40,2344.93,2516.89,2658.05,2801.95,2925.75,3083.71,3268.08,3473.37,0.46,0.46,0.47,0.48,0.48,0.49,0.50,0.51,0.51,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67
291.79,29.35,0.75,225393.39,79991.35,21271.45,1048.51,993.52,967.95,979.09,1001.04,1029.76,1060.68,1061.52,1090.50,1156.47,1179.82,1168.97,1218.56,1203.04,1359.55,1317.28,1416.97,1540.32,1609.55,1677.44,1837.80,1933.85,2016.32,2123.19,2249.22,2390.41,0.35,0.35,0.36,0.36,0.37,0.38,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.44,0.45,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51
422.19,36.73,0.51,356426.93,138089.90,24447.58,1428.59,1373.77,1381.62,1385.22,1439.20,1514.48,1600.58,1638.71,1695.84,1778.76,1762.89,1824.78,1808.51,1938.21,1998.08,2078.08,2229.30,2344.80,2447.55,2594.93,2796.47,2938.82,3064.60,3223.09,3410.95,3615.54,0.38,0.38,0.39,0.39,0.40,0.40,0.41,0.42,0.42,0.43,0.43,0.44,0.44,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.53,0.53,0.54,0.55
121.37,27.76,0.72,33503.42,14591.67,914.61,863.34,893.88,905.31,914.45,963.07,972.20,1000.39,1027.61,1037.32,1062.97,1122.15,1169.51,1166.19,1206.88,1258.25,1297.83,1337.74,1369.82,1438.73,1489.80,1545.67,1581.62,1638.11,1686.06,1755.99,1794.99,0.38,0.39,0.39,0.40,0.40,0.41,0.42,0.43,0.43,0.44,0.45,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.53,0.54,0.54,0.55,0.55,0.56
616.09,39.79,0.75,612410.56,153239.36,135101.72,1414.54,1373.28,1338.71,1352.20,1407.58,1490.93,1586.87,1637.43,1724.26,1858.97,1908.23,1971.49,2012.44,2089.10,2246.18,2187.11,2306.62,2454.10,2530.68,2709.16,2955.28,3109.74,3242.35,3414.20,3616.87,3843.91,0.41,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.47,0.48,0.49,0.50,0.51,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.58,0.59
616.09,39.79,0.75,612410.56,153239.36,135101.72,1414.54,1373.28,1338.71,1352.20,1407.58,1490.93,1586.87,1637.43,1724.26,1858.97,1908.23,1971.49,2012.44,2089.10,2246.18,2187.11,2306.62,2454.10,2530.68,2709.16,2955.28,3109.74,3242.35,3414.20,3616.87,3843.91,0.41,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.47,0.48,0.49,0.50,0.51,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.58,0.59
394.38,38.39,0.44,283991.68,107841.99,22798.52,1668.62,1577.60,1617.06,1598.19,1664.13,1783.77,1923.03,1996.20,2088.96,2199.52,2149.98,2267.69,2171.41,2431.36,2464.77,2594.31,2818.96,2957.62,3090.05,3282.79,3624.37,3813.79,3976.43,4187.18,4435.74,4714.18,0.39,0.40,0.40,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.45,0.46,0.46,0.48,0.48,0.49,0.50,0.51,0.52,0.52,0.53,0.54,0.55,0.56,0.57,0.57
390.32,33.94,0.61,483560.52,112292.36,127767.15,1688.62,1657.65,1616.34,1631.59,1712.00,1836.27,1980.88,2068.68,2198.82,2385.01,2453.68,2572.42,2606.91,2752.59,2910.10,2838.45,2972.80,3138.34,3220.43,3481.73,3792.06,3990.25,4160.41,4380.92,4640.98,4932.30,0.45,0.45,0.46,0.47,0.47,0.48,0.49,0.50,0.50,0.51,0.52,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.64,0.65
505.95,38.09,0.45,515578.52,196609.95,27634.86,1442.56,1424.33,1405.56,1383.04,1405.08,1457.54,1524.54,1549.96,1609.25,1708.33,1720.27,1730.16,1780.45,1828.41,1890.21,1992.72,2107.00,2220.12,2308.33,2473.66,2614.94,2752.27,2870.22,3022.73,3202.33,3403.37,0.40,0.40,0.41,0.41,0.42,0.43,0.43,0.44,0.45,0.45,0.46,0.46,0.47,0.48,0.49,0.50,0.51,0.52,0.52,0.53,0.54,0.55,0.56,0.56,0.57,0.58
200.89,32.23,0.41,228144.67,70050.79,12133.61,1719.82,1714.54,1734.68,1709.06,1767.91,1889.58,2048.98,2164.30,2337.32,2586.06,2726.31,2832.82,2944.05,3044.13,3214.02,3354.22,3497.40,3655.45,3937.80,4150.47,4480.32,4714.48,4915.53,5176.06,5483.32,5827.52,0.51,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.60,0.61,0.62,0.63,0.64,0.66,0.67,0.68,0.68,0.70,0.71,0.72,0.73,0.74,0.75
137.11,26.51,0.36,22426.50,9552.11,567.16,1162.00,1202.04,1215.47,1219.10,1280.72,1299.22,1342.69,1399.31,1444.89,1511.33,1591.19,1682.79,1716.97,1786.55,1871.37,1930.16,2027.88,2124.36,2223.99,2344.92,2433.61,2536.59,2655.21,2767.35,2904.58,3007.26,0.38,0.39,0.40,0.40,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.45,0.46,0.47,0.48,0.48,0.49,0.50,0.51,0.52,0.53,0.54,0.55,0.56,0.56,0.56
359.55,35.80,0.61,591444.75,145097.60,146569.19,1624.20,1590.81,1551.08,1565.92,1640.45,1755.10,1888.27,1967.31,2087.28,2261.36,2325.47,2431.17,2467.18,2596.64,2754.05,2685.35,2816.21,2977.51,3058.31,3300.14,3595.38,3783.28,3944.62,4153.69,4400.26,4676.48,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.58,0.59,0.60,0.61,0.62,0.63,0.64
163.94,34.98,0.65,107756.54,40981.48,15299.12,1581.17,1432.40,1454.67,1558.60,1684.10,1810.09,1915.96,1932.35,1956.76,1992.01,1882.79,1995.37,1920.83,2140.88,2186.32,2227.44,2427.21,2543.00,2663.25,2786.22,2990.21,3146.49,3280.67,3454.55,3659.62,3889.34,0.43,0.43,0.44,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.49,0.50,0.50,0.52,0.53,0.54,0.55,0.56,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.62
184.70,35.46,0.64,161172.73,60080.98,18922.32,1454.73,1336.34,1345.03,1419.10,1514.13,1613.29,1699.83,1713.44,1741.40,1788.10,1716.90,1794.64,1756.55,1912.13,1982.87,2010.54,2181.91,2299.03,2405.62,2519.77,2709.37,2850.98,2972.56,3130.10,3315.91,3524.06,0.37,0.37,0.38,0.39,0.39,0.40,0.41,0.41,0.42,0.42,0.43,0.43,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.53,0.53,0.54
420.93,31.89,0.72,282731.21,98009.04,28690.97,1048.51,993.52,967.95,979.09,1001.04,1029.76,1060.68,1061.52,1090.50,1156.47,1179.82,1168.97,1218.56,1203.04,1359.55,1317.28,1416.97,1540.32,1609.55,1677.44,1837.80,1933.85,2016.32,2123.19,2249.22,2390.41,0.35,0.35,0.36,0.36,0.37,0.38,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.44,0.45,0.45,0.46,0.46,0.47,0.48,0.49,0.50,0.50,0.51
135.58,32.14,0.65,104268.92,38743.49,11166.04,1467.31,1363.65,1368.82,1428.76,1513.95,1607.62,1692.71,1708.59,1741.59,1796.24,1735.54,1804.65,1778.20,1921.50,1987.39,2030.27,2194.32,2310.31,2414.85,2539.21,2721.41,2863.65,2985.77,3144.01,3330.65,3539.72,0.40,0.40,0.41,0.41,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.46,0.47,0.48,0.49,0.50,0.51,0.52,0.52,0.53,0.54,0.55,0.56,0.57,0.57,0.58
173.45,36.21,0.67,132525.37,52075.73,17058.38,1581.17,1432.40,1454.67,1558.60,1684.10,1810.09,1915.96,1932.35,1956.76,1992.01,1882.79,1995.37,1920.83,2140.88,2186.32,2227.44,2427.21,2543.00,2663.25,2786.22,2990.21,3146.49,3280.67,3454.55,3659.62,3889.34,0.36,0.36,0.37,0.37,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.42,0.42,0.43,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.52
368.46,29.55,0.43,190218.82,68442.83,17160.65,1203.49,1218.56,1219.06,1212.31,1261.17,1293.10,1344.20,1418.21,1509.81,1627.28,1704.46,1822.25,1926.05,2006.29,2144.44,2196.67,2371.55,2560.06,2670.93,2866.68,3002.57,3191.73,3372.46,3562.10,3771.08,3966.59,0.38,0.38,0.39,0.40,0.40,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.50,0.51,0.51,0.53,0.53,0.54,0.55,0.55,0.56
