POP,HFI,AGRI,NITRO,PHOSF,POTAS,GDP_1990,GDP_1991,GDP_1992,GDP_1993,GDP_1994,GDP_1995,GDP_1996,GDP_1997,GDP_1998,GDP_1999,GDP_2000,GDP_2001,GDP_2002,GDP_2003,GDP_2004,GDP_2005,GDP_2006,GDP_2007,GDP_2008,GDP_2009,GDP_2010,GDP_2011,GDP_2012,GDP_2013,GDP_2014,GDP_2015,HDI_1990,HDI_1991,HDI_1992,HDI_1993,HDI_1994,HDI_1995,HDI_1996,HDI_1997,HDI_1998,HDI_1999,HDI_2000,HDI_2001,HDI_2002,HDI_2003,HDI_2004,HDI_2005,HDI_2006,HDI_2007,HDI_2008,HDI_2009,HDI_2010,HDI_2011,HDI_2012,HDI_2013,HDI_2014,HDI_2015
229.22,33.58,0.70,244469.53,98037.85,40450.78,1718.33,1777.23,1770.61,1922.69,2032.29,2112.28,2177.71,2186.99,2283.39,2513.86,2738.85,2854.79,2899.00,3105.49,3281.08,3536.08,3837.81,4295.03,4404.30,4757.09,5335.83,5614.70,5854.14,6164.42,6530.34,6940.27,0.44,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.49,0.50,0.51,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.58,0.60,0.61,0.62,0.62,0.63,0.64
203.80,30.81,0.77,206710.92,85123.38,33313.77,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
226.95,35.44,0.67,222312.21,108636.59,41489.48,2721.30,2620.26,2927.79,3105.78,3286.76,3450.81,3579.43,3563.14,3598.63,3707.04,3622.11,3753.78,3900.90,4138.51,4424.48,4963.59,5487.48,5885.91,5882.03,6386.79,6789.22,7144.05,7448.71,7843.50,8309.10,8830.68,0.52,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.58,0.59,0.60,0.61,0.61,0.63,0.64,0.65,0.66,0.68,0.68,0.69,0.70,0.72,0.73,0.74,0.75,0.76
167.76,33.79,0.76,139587.56,49017.72,27366.57,1204.91,1296.56,1279.07,1306.06,1376.61,1471.38,1569.82,1610.07,1668.46,1748.34,1714.49,1781.54,1796.96,2063.28,2279.96,2395.59,2636.86,3063.20,3044.86,3190.88,3534.63,3719.36,3877.97,4083.51,4325.91,4597.46,0.34,0.35,0.35,0.36,0.36,0.37,0.38,0.38,0.39,0.39,0.40,0.40,0.40,0.42,0.42,0.43,0.44,0.45,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50
118.94,27.52,0.88,191222.28,71421.93,33855.04,1608.31,1677.45,1668.02,1793.52,1894.36,1976.89,2048.92,2064.85,2154.03,2354.54,2528.00,2633.33,2673.02,2892.36,3078.87,3306.63,3596.68,4052.24,4133.49,4444.57,4977.60,5237.75,5461.11,5750.56,6091.91,6474.32,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.48,0.49,0.49,0.51,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.60,0.61
245.18,35.58,0.66,219362.38,94817.97,38533.61,2410.09,2345.12,2559.93,2724.54,2884.61,3027.19,3140.81,3133.83,3183.24,3314.39,3297.26,3422.01,3530.52,3757.20,4003.38,4447.51,4896.28,5287.33,5317.85,5755.89,6182.47,6505.59,6783.02,7142.52,7566.51,8041.48,0.49,0.50,0.50,0.51,0.52,0.53,0.54,0.54,0.55,0.56,0.57,0.57,0.58,0.59,0.60,0.61,0.63,0.64,0.65,0.65,0.67,0.68,0.69,0.70,0.71,0.72
228.41,40.06,0.64,257720.65,123458.55,49157.38,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
157.13,36.52,0.76,166242.65,71449.42,22781.76,1581.17,1432.40,1454.67,1558.60,1684.10,1810.09,1915.96,1932.35,1956.76,1992.01,1882.79,1995.37,1920.83,2140.88,2186.32,2227.44,2427.21,2543.00,2663.25,2786.22,2990.21,3146.49,3280.67,3454.55,3659.62,3889.34,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51
203.96,34.00,0.69,182737.20,77774.69,31939.37,2201.52,2142.97,2309.14,2457.45,2605.25,2739.60,2848.81,2848.33,2897.82,3019.78,3003.59,3122.90,3200.80,3428.19,3645.29,4011.68,4410.68,4775.27,4817.36,5195.97,5599.40,5892.05,6143.31,6468.92,6852.92,7283.09,0.47,0.48,0.48,0.49,0.50,0.51,0.52,0.52,0.53,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69
170.90,32.39,0.68,107098.64,37262.16,17005.12,1190.14,1291.23,1272.17,1296.15,1364.54,1458.08,1556.23,1597.41,1657.14,1738.77,1707.88,1773.14,1792.10,2060.23,2283.64,2402.19,2645.10,3083.63,3059.85,3206.77,3556.00,3741.85,3901.42,4108.20,4352.07,4625.26,0.34,0.34,0.35,0.35,0.36,0.37,0.37,0.38,0.38,0.39,0.39,0.40,0.40,0.41,0.42,0.43,0.43,0.44,0.45,0.45,0.46,0.47,0.48,0.48,0.49,0.50
130.90,36.16,0.87,187797.73,65351.07,39052.92,1178.66,1287.78,1267.41,1289.09,1355.72,1448.17,1545.99,1587.91,1648.87,1732.36,1704.63,1768.47,1790.53,2060.08,2289.17,2410.57,2655.01,3104.10,3075.94,3224.13,3578.63,3765.67,3926.25,4134.35,4379.77,4654.70,0.34,0.34,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.39,0.39,0.39,0.40,0.41,0.41,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.48,0.49
148.07,35.44,0.75,147182.66,61776.77,19754.81,1581.17,1432.40,1454.67,1558.60,1684.10,1810.09,1915.96,1932.35,1956.76,1992.01,1882.79,1995.37,1920.83,2140.88,2186.32,2227.44,2427.21,2543.00,2663.25,2786.22,2990.21,3146.49,3280.67,3454.55,3659.62,3889.34,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51
212.25,34.39,0.68,188064.52,80572.30,32836.71,2261.86,2196.47,2376.04,2529.83,2681.88,2819.09,2929.71,2927.12,2975.71,3098.53,3079.56,3201.12,3284.85,3511.27,3732.24,4116.54,4527.28,4891.79,4933.49,5326.27,5731.82,6031.39,6288.59,6621.90,7014.98,7455.33,0.48,0.48,0.49,0.50,0.51,0.51,0.52,0.53,0.54,0.55,0.55,0.56,0.56,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70
276.13,36.27,0.63,254673.51,108122.52,46699.92,2486.39,2439.60,2669.44,2838.59,3000.36,3143.24,3257.29,3249.29,3304.39,3451.08,3452.62,3576.31,3705.88,3929.70,4201.05,4694.24,5166.96,5593.62,5615.58,6083.95,6541.23,6883.10,7176.63,7557.00,8005.59,8508.13,0.51,0.51,0.52,0.53,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.60,0.61,0.62,0.63,0.65,0.66,0.67,0.67,0.69,0.70,0.71,0.72,0.73,0.74
216.98,34.30,0.65,226115.24,108478.94,43555.90,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
199.21,32.69,0.55,289496.43,116080.48,55490.20,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
223.91,38.29,0.63,268786.64,125110.07,50291.41,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
105.73,31.11,0.71,68884.21,24842.23,12047.09,1460.69,1391.66,1401.78,1480.51,1588.02,1703.81,1807.30,1831.48,1867.17,1917.45,1833.26,1930.84,1886.86,2122.28,2225.25,2292.80,2507.45,2727.02,2800.97,2932.91,3183.87,3350.27,3493.14,3678.28,3896.62,4141.23,0.40,0.40,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.47,0.48,0.49,0.50,0.51,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.58
336.76,33.60,0.67,219190.99,109157.56,41133.76,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
133.41,32.53,0.83,171949.74,60418.51,36540.30,1177.38,1286.62,1266.22,1287.58,1354.11,1446.59,1544.49,1586.48,1647.37,1730.51,1702.17,1765.89,1787.90,2057.60,2286.82,2407.90,2652.21,3101.27,3072.79,3220.49,3574.46,3761.28,3921.68,4129.53,4374.66,4649.27,0.34,0.34,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.38,0.39,0.39,0.40,0.41,0.41,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.48,0.49
207.82,36.32,0.64,224493.97,104916.69,42042.73,2782.87,2687.80,3009.68,3192.32,3375.92,3541.17,3670.29,3652.18,3689.47,3804.96,3726.93,3859.65,4020.29,4258.59,4559.24,5127.85,5670.30,6089.17,6078.65,6607.12,7026.19,7393.40,7708.69,8117.26,8599.11,9138.90,0.53,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.66,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.77
246.86,35.74,0.71,221113.28,90948.13,35625.62,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
84.20,29.32,0.70,65303.41,24184.92,10681.27,1662.26,1569.16,1622.81,1721.30,1843.27,1968.16,2075.66,2092.40,2125.27,2179.76,2089.28,2195.22,2169.73,2401.65,2515.34,2640.62,2893.74,3112.04,3186.82,3367.36,3627.35,3816.93,3979.70,4190.63,4439.39,4718.06,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.48,0.49,0.49,0.50,0.51,0.52,0.53,0.54,0.55,0.56,0.56,0.58,0.58,0.59,0.60,0.61,0.62
240.92,35.84,0.73,169140.16,72389.10,25524.76,1981.81,1849.82,1972.33,2102.28,2247.28,2386.64,2500.51,2505.42,2533.72,2594.68,2493.99,2613.28,2616.63,2842.85,2972.82,3188.93,3502.60,3717.71,3794.34,4051.47,4325.20,4551.25,4745.34,4996.84,5293.46,5625.75,0.41,0.41,0.42,0.43,0.43,0.44,0.45,0.45,0.46,0.47,0.47,0.48,0.48,0.50,0.50,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.57,0.58,0.59,0.60
219.11,34.60,0.67,195129.81,83714.39,34129.88,2294.37,2225.22,2414.76,2569.39,2723.56,2863.27,2975.79,2972.43,3019.45,3139.25,3111.76,3233.70,3321.45,3548.78,3774.29,4169.11,4587.52,4952.08,4989.84,5388.38,5790.00,6092.60,6352.42,6689.11,7086.18,7531.00,0.48,0.49,0.49,0.50,0.51,0.52,0.53,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70
124.27,29.41,0.75,126828.70,44129.13,22129.49,1183.14,1288.70,1268.90,1291.45,1358.82,1451.78,1549.79,1591.42,1651.78,1734.24,1704.75,1769.16,1789.80,2058.79,2285.38,2405.32,2649.00,3093.31,3066.95,3214.29,3566.13,3752.51,3912.53,4119.90,4364.46,4638.43,0.34,0.34,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.39,0.39,0.39,0.40,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.49
264.46,33.42,0.62,265732.54,116198.60,46843.86,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
209.79,30.85,0.70,133534.06,50182.49,18624.80,2004.70,1873.67,2001.90,2133.34,2279.46,2419.58,2533.90,2538.16,2566.68,2629.11,2528.91,2648.59,2656.39,2882.96,3017.75,3243.87,3564.04,3784.82,3858.96,4123.76,4401.47,4631.51,4829.01,5084.96,5386.81,5724.95,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.48,0.49,0.49,0.50,0.51,0.52,0.53,0.54,0.55,0.56,0.56,0.57,0.58,0.59,0.60,0.61,0.62
167.22,34.72,0.75,123114.46,58037.36,18853.68,1581.17,1432.40,1454.67,1558.60,1684.10,1810.09,1915.96,1932.35,1956.76,1992.01,1882.79,1995.37,1920.83,2140.88,2186.32,2227.44,2427.21,2543.00,2663.25,2786.22,2990.21,3146.49,3280.67,3454.55,3659.62,3889.34,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.39,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.49,0.49,0.50,0.51
256.53,35.75,0.67,344995.58,144620.30,72265.69,2778.45,2686.70,3006.94,3186.98,3369.66,3535.25,3665.43,3648.67,3686.87,3802.43,3723.26,3853.74,4014.58,4249.95,4552.83,5126.06,5666.17,6083.77,6073.31,6595.50,7012.12,7378.60,7693.26,8101.01,8581.90,9120.61,0.53,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.66,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.77
226.36,32.39,0.70,274544.32,101775.21,38738.34,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
205.27,32.76,0.79,97419.56,38633.93,15855.10,1718.33,1777.23,1770.61,1922.69,2032.29,2112.28,2177.71,2186.99,2283.39,2513.86,2738.85,2854.79,2899.00,3105.49,3281.08,3536.08,3837.81,4295.03,4404.30,4757.09,5335.83,5614.70,5854.14,6164.42,6530.34,6940.27,0.44,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.49,0.50,0.51,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.58,0.60,0.61,0.62,0.62,0.63,0.64
224.21,34.77,0.74,126331.18,60237.51,20436.34,1837.81,1699.78,1786.26,1906.86,2044.85,2179.41,2290.40,2299.43,2326.33,2378.06,2274.30,2391.18,2366.53,2590.53,2690.12,2843.33,3116.06,3295.47,3387.78,3596.69,3845.35,4046.32,4218.88,4442.48,4706.19,5001.61,0.39,0.39,0.40,0.40,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.45,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.51,0.52,0.53,0.54,0.55,0.56,0.56
213.55,35.95,0.66,214281.59,101575.72,39699.97,2728.33,2634.92,2941.92,3121.78,3302.28,3464.73,3591.92,3575.31,3613.45,3729.08,3656.34,3788.16,3940.00,4177.15,4468.28,5016.06,5544.24,5955.57,5951.08,6464.87,6881.28,7240.92,7549.71,7949.85,8421.76,8950.42,0.52,0.53,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.60,0.61,0.62,0.63,0.64,0.66,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76
350.33,33.70,0.68,218541.22,88317.04,34474.98,1718.33,1777.23,1770.61,1922.69,2032.29,2112.28,2177.71,2186.99,2283.39,2513.86,2738.85,2854.79,2899.00,3105.49,3281.08,3536.08,3837.81,4295.03,4404.30,4757.09,5335.83,5614.70,5854.14,6164.42,6530.34,6940.27,0.44,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.49,0.50,0.51,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.58,0.60,0.61,0.62,0.62,0.63,0.64
113.55,28.86,0.65,13316.17,4968.30,1904.75,1544.76,1419.26,1437.67,1534.16,1654.35,1777.31,1882.46,1901.17,1928.86,1968.43,1866.50,1974.68,1908.84,2133.37,2195.38,2243.71,2447.50,2593.33,2700.18,2825.37,3042.89,3201.92,3338.47,3515.41,3724.09,3957.86,0.42,0.42,0.43,0.44,0.44,0.45,0.46,0.46,0.47,0.48,0.48,0.49,0.50,0.51,0.52,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.60,0.61
30.99,27.28,0.78,38071.02,14222.02,5306.81,1584.46,1440.69,1462.26,1567.35,1692.47,1817.35,1922.25,1938.47,1964.60,2004.55,1903.36,2016.03,1944.33,2164.05,2212.63,2258.89,2461.11,2585.10,2705.09,2833.58,3046.58,3205.80,3342.51,3519.67,3728.60,3962.66,0.43,0.43,0.44,0.45,0.45,0.46,0.47,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.53,0.54,0.55,0.56,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.62
134.78,32.21,0.79,107914.78,38263.64,19413.08,1317.73,1337.43,1331.84,1381.91,1468.92,1573.02,1673.67,1706.77,1755.01,1821.61,1765.33,1846.03,1834.55,2086.99,2252.43,2345.83,2574.71,2908.15,2931.34,3070.56,3372.61,3548.87,3700.21,3896.33,4127.62,4386.72,0.37,0.37,0.38,0.38,0.39,0.40,0.40,0.41,0.41,0.42,0.43,0.43,0.44,0.45,0.45,0.46,0.47,0.48,0.49,0.49,0.50,0.51,0.52,0.52,0.53,0.54
205.76,35.06,0.69,188600.57,84174.85,31820.00,2433.70,2334.70,2565.87,2727.91,2893.32,3044.24,3164.11,3155.85,3193.47,3296.42,3228.47,3355.40,3453.03,3685.11,3917.46,4341.70,4788.22,5136.78,5164.49,5585.77,5962.61,6274.24,6541.81,6888.53,7297.44,7755.52,0.48,0.49,0.49,0.50,0.51,0.52,0.53,0.53,0.54,0.55,0.56,0.56,0.57,0.58,0.59,0.60,0.62,0.63,0.63,0.64,0.65,0.67,0.68,0.68,0.69,0.70
92.91,30.83,0.75,27862.15,10564.46,3916.27,1581.17,1432.40,1454.67,1558.60,1684.10,1810.09,1915.96,1932.35,1956.76,1992.01,1882.79,1995.37,1920.83,2140.88,2186.32,2227.44,2427.21,2543.00,2663.25,2786.22,2990.21,3146.49,3280.67,3454.55,3659.62,3889.34,0.43,0.43,0.44,0.44,0.45,0.46,0.47,0.47,0.48,0.49,0.49,0.50,0.50,0.52,0.53,0.54,0.55,0.56,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.62
285.45,36.34,0.60,245375.44,103664.99,42583.56,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
360.83,34.05,0.57,275439.86,119361.56,48605.62,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
38.90,24.10,0.37,28715.10,8855.01,3022.41,1694.60,1657.29,1690.30,1725.06,1836.22,2000.38,2191.78,2324.51,2510.16,2770.14,2908.44,3025.15,3177.51,3258.00,3419.24,3627.98,3704.24,3805.78,3884.96,4161.21,4449.53,4682.08,4881.75,5140.49,5445.63,5787.47,0.54,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.60,0.61,0.62,0.63,0.63,0.65,0.66,0.67,0.68,0.70,0.71,0.71,0.73,0.74,0.75,0.76,0.77,0.78
6.31,20.56,0.16,7501.19,2189.98,723.20,1799.34,1787.17,1856.53,1838.97,1942.36,2135.39,2382.28,2579.94,2843.71,3197.54,3413.32,3576.45,3742.41,3855.67,4082.34,4279.38,4390.34,4531.84,4863.58,5087.87,5499.65,5787.08,6033.87,6353.67,6730.83,7153.35,0.58,0.59,0.60,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.68,0.70,0.71,0.73,0.74,0.75,0.76,0.77,0.79,0.80,0.81,0.82,0.83,0.85
377.70,35.78,0.81,212698.86,65715.95,18189.12,1587.58,1524.59,1520.46,1608.70,1727.78,1862.45,1997.17,2063.56,2169.39,2333.49,2392.63,2461.93,2600.40,2647.40,2741.79,2962.50,3003.29,3064.01,2885.17,3214.49,3376.70,3553.18,3704.70,3901.06,4132.63,4392.04,0.49,0.50,0.50,0.51,0.52,0.53,0.54,0.54,0.55,0.56,0.57,0.57,0.58,0.60,0.60,0.62,0.63,0.64,0.65,0.65,0.67,0.68,0.69,0.70,0.71,0.72
5.49,12.66,0.01,2879.26,807.45,267.19,1850.05,1850.05,1937.01,1894.11,1993.75,2200.75,2474.50,2703.59,3005.18,3404.45,3657.74,3843.34,4015.88,4145.00,4403.36,4594.72,4722.49,4883.33,5337.34,5536.48,6008.02,6322.02,6591.62,6940.98,7353.01,7814.58,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.69,0.70,0.71,0.73,0.74,0.75,0.77,0.78,0.79,0.80,0.82,0.83,0.84,0.85,0.86,0.88
78.03,25.21,0.25,26749.21,8644.02,3219.23,1587.58,1524.59,1520.46,1608.70,1727.78,1862.45,1997.17,2063.56,2169.39,2333.49,2392.63,2461.93,2600.40,2647.40,2741.79,2962.50,3003.29,3064.01,2885.17,3214.49,3376.70,3553.18,3704.70,3901.06,4132.63,4392.04,0.49,0.50,0.50,0.51,0.52,0.53,0.54,0.54,0.55,0.56,0.57,0.57,0.58,0.60,0.60,0.62,0.63,0.64,0.65,0.65,0.67,0.68,0.69,0.70,0.71,0.72
18.41,22.88,0.30,19112.91,5881.56,2145.51,1710.37,1676.84,1715.33,1742.21,1852.20,2020.71,2220.47,2362.97,2560.38,2834.50,2984.46,3108.17,3262.57,3348.00,3519.09,3726.07,3807.55,3915.11,4032.32,4300.74,4607.66,4848.47,5055.23,5323.17,5639.16,5993.14,0.54,0.55,0.56,0.56,0.58,0.58,0.59,0.60,0.61,0.62,0.63,0.63,0.64,0.66,0.67,0.68,0.69,0.71,0.71,0.72,0.74,0.75,0.76,0.77,0.78,0.79
319.20,33.25,0.75,119423.09,38651.87,13954.15,1587.58,1524.59,1520.46,1608.70,1727.78,1862.45,1997.17,2063.56,2169.39,2333.49,2392.63,2461.93,2600.40,2647.40,2741.79,2962.50,3003.29,3064.01,2885.17,3214.49,3376.70,3553.18,3704.70,3901.06,4132.63,4392.04,0.49,0.50,0.50,0.51,0.52,0.53,0.54,0.54,0.55,0.56,0.57,0.57,0.58,0.60,0.60,0.62,0.63,0.64,0.65,0.65,0.67,0.68,0.69,0.70,0.71,0.72
364.79,36.38,0.58,285315.95,123455.76,52574.41,2397.71,2406.05,2604.25,2731.84,2877.85,3024.42,3154.04,3167.86,3238.44,3388.19,3377.19,3465.35,3595.82,3772.89,4077.15,4637.81,5069.33,5476.62,5501.59,5867.69,6289.22,6617.92,6900.14,7265.85,7697.16,8180.34,0.51,0.52,0.53,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.59,0.60,0.60,0.62,0.63,0.64,0.65,0.67,0.67,0.68,0.69,0.71,0.72,0.73,0.74,0.75
348.82,37.86,0.65,242996.37,108400.25,45807.70,2801.11,2703.41,3030.92,3214.08,3398.94,3565.66,3695.87,3677.30,3713.57,3827.09,3743.87,3876.87,4039.51,4278.35,4581.15,5155.13,5701.71,6119.92,6107.35,6638.83,7055.16,7423.89,7740.48,8150.73,8634.57,9176.59,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.61,0.62,0.63,0.64,0.65,0.67,0.68,0.69,0.70,0.71,0.72,0.73,0.74,0.75,0.76,0.78
337.96,32.79,0.61,303872.25,128715.51,53953.76,2002.71,2114.89,2186.47,2259.64,2367.60,2494.46,2623.50,2669.03,2773.21,2958.42,3018.14,3062.40,3161.36,3277.95,3583.64,4131.26,4450.12,4846.72,4908.44,5112.61,5539.23,5828.73,6077.30,6399.40,6779.28,7204.83,0.49,0.50,0.51,0.51,0.52,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.58,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.70,0.71,0.72
