"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
0,0,0,0,0,0,0,55.0437042286794,44.9562957713206,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
0,0,0,21.6272600834492,0,0,0,51.3908205841446,26.9819193324061,0,0,0,0,0,0,0
0,0,0,4.91803278688525,0,0,0,38.6416861826698,56.440281030445,0,0,0,0,0,0,0
0.368324125230203,0,0,16.390423572744,0,0,0,39.2265193370166,44.0147329650092,0,0,0,0,0,0,0
0,0,0,0,0,0,0,96.3181148748159,3.68188512518409,0,0,0,0,0,0,0
0.393700787401575,0,1.77165354330709,0,0,0,0,41.9291338582677,55.9055118110236,0,0,0,0,0,0,0
0,0,16.6489925768823,0,0,0,0,34.2523860021209,49.0986214209968,0,0,0,0,0,0,0
0.537856847331402,0,0,0,0,0,0,5.14411805268239,94.3180250999862,0,0,0,0,0,0,0
0,0,0,0,0,0,0,87.1710526315789,12.8289473684211,0,0,0,0,0,0,0
0.0761421319796954,0,0,0,0,0,0,99.9238578680203,0,0,0,0,0,0,0,0
0,0,0,2.90697674418605,0,0,0,65.374677002584,31.71834625323,0,0,0,0,0,0,0
0,0,0,2.5,0,0,0,61.8181818181818,35.6818181818182,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.0704845814978,0,7.9295154185022,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0194986072423,0.340451872485299,8.17084493964717,0,9.37790157845868,0.804704425874342,0,50.8511296812132,3.43546889507892,0,0,0,0,0,0,0
44.2328804720735,10.5393165911898,13.7916838205023,0,7.07767256758611,1.28310690270344,0,18.2208041718128,4.85453547413202,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.578034682080925,3.46820809248555,0,0,0,0,95.9537572254335,0,0,0,0,0,0,0,0
38.1789137380192,0,10.8626198083067,0,0.798722044728435,29.2332268370607,0,20.926517571885,0,0,0,0,0,0,0,0
49.6622708266324,14.6617347485794,10.2122869089739,0,8.13230406347164,1.8655516243165,0,9.67620885600943,5.78964297201673,0,0,0,0,0,0,0
0,0,2.76679841897233,0,0,0,0,97.1014492753623,0.131752305665349,0,0,0,0,0,0,0
0,0,2.56410256410256,0,0,0,0,97.275641025641,0.16025641025641,0,0,0,0,0,0,0
0,1.93661971830986,16.7253521126761,0,27.112676056338,4.22535211267606,0,34.6830985915493,15.3169014084507,0,0,0,0,0,0,0
8.15642458100559,16.0893854748603,9.60893854748604,0,50.5027932960894,0,0,0,15.6424581005587,0,0,0,0,0,0,0
27.639751552795,0,4.39958592132505,0,9.26501035196687,0.05175983436853,0,54.5031055900621,4.1407867494824,0,0,0,0,0,0,0
0,0,0,0,0,0,0,99.885069480723,0.114930519276983,0,0,0,0,0,0,0
19.4982896237172,75.0285062713797,5.47320410490308,0,0,0,0,0,0,0,0,0,0,0,0,0
3.44202898550725,69.8369565217391,26.7210144927536,0,0,0,0,0,0,0,0,0,0,0,0,0
0.62111801242236,0,7.14285714285714,0,0,85.7142857142857,0,6.52173913043478,0,0,0,0,0,0,0,0
32.9430132708821,34.6604215456674,0,0,0,0,0,32.3965651834504,0,0,0,0,0,0,0,0
44.2031233840108,10.5905471093184,13.8587237563347,0,7.11207639535285,1.28934395145999,0,18.0680525390423,4.87813286448099,0,0,0,0,0,0,0
46.2637362637363,0,53.7362637362637,0,0,0,0,0,0,0,0,0,0,0,0,0
19.6270853778214,0,32.5809617271835,0,39.2541707556428,0,0,8.53778213935231,0,0,0,0,0,0,0,0
65.5658961272891,3.57250075052537,8.91624136895827,0,1.32092464725308,4.92344641248874,0,15.7009906934854,0,0,0,0,0,0,0,0
0,0,17.2239108409321,0,7.09219858156028,0.151975683890578,0,75.2279635258359,0.303951367781155,0,0,0,0,0,0,0
48.6070822615073,14.96907667889,10.4263587105249,0,8.30277488916863,1.90465765420612,0,9.87904329264955,5.91100651305347,0,0,0,0,0,0,0
0,15.0144798396079,2.02717754511027,0,0,0,0,82.9583426152818,0,0,0,0,0,0,0,0
44.8203630823918,17.360670305954,8.75333248698743,0,8.56290465913419,2.20896280309763,0,11.4383648597182,6.85540180271677,0,0,0,0,0,0,0
36.6680761099366,22.122621564482,8.66807610993658,0,11.0359408033827,1.55602536997886,0,10.816067653277,9.13319238900634,0,0,0,0,0,0,0
0,0,85.9814963797265,0,14.0185036202735,0,0,0,0,0,0,0,0,0,0,0
0,19.6503918022905,62.0855937311634,0,1.62748643761302,0,0,16.6365280289331,0,0,0,0,0,0,0,0
41.947166595654,0.234341712824883,10.8223263740946,0,8.6067319982957,0.553898593949723,0,35.4708138048573,2.36472092032382,0,0,0,0,0,0,0
0,0,15.1041666666667,0,14.9305555555556,30.2083333333333,0,39.7569444444444,0,0,0,0,0,0,0,0
0,13.5785007072136,13.012729844413,0,6.22347949080622,12.7298444130127,0,54.4554455445545,0,0,0,0,0,0,0,0
62.9538461538462,0,22.0307692307692,0,0,0,0,15.0153846153846,0,0,0,0,0,0,0,0
21.8102073365231,34.469696969697,7.67543859649123,0,13.1180223285486,0.0199362041467305,0,21.3118022328549,1.59489633173844,0,0,0,0,0,0,0
44.6254947926675,11.8058491218631,14.0617193805004,0,7.48626109680643,1.43730064178932,0,16.0063026017447,4.57707236462857,0,0,0,0,0,0,0
1.13798008534851,0,18.9189189189189,0,0,0,0,79.9431009957326,0,0,0,0,0,0,0,0
11.1637347767253,0,24.424898511502,0,7.7807848443843,0,0,48.2408660351827,8.38971583220568,0,0,0,0,0,0,0
1.13314447592068,0,23.0878186968839,0,0,0,0,75.7790368271955,0,0,0,0,0,0,0,0
21.8169063486496,0.385829533497019,7.43598737285163,0,10.4524728165556,0.911960715538408,0,55.1034724658015,3.89337074710628,0,0,0,0,0,0,0
43.2767624020888,7.11488250652741,15.0783289817232,0,2.87206266318538,5.87467362924282,0,25.7832898172324,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.3280423280423,0.232804232804233,10.7513227513227,0,8.55026455026455,0.55026455026455,0,35.2380952380952,2.34920634920635,0,0,0,0,0,0,0
0,73.4145104008118,0,0,26.5854895991882,0,0,0,0,0,0,0,0,0,0,0
19.3129062209842,10.1207056638812,21.4484679665738,0,4.08542246982358,8.35654596100279,0,36.6759517177344,0,0,0,0,0,0,0,0
15.0224215246637,0,0,0,0,0,0,84.9775784753363,0,0,0,0,0,0,0,0
0,0.171526586620926,10.1200686106346,0,0,5.83190394511149,0,81.8181818181818,2.05831903945111,0,0,0,0,0,0,0
48.2399686608092,15.3058369242823,9.87184509485702,0,8.48956293021434,1.94750685544798,0,10.1012927416196,6.0439867927696,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
0,47.2430224642614,52.7569775357386,0,0,0,0,0,0,0,0,0,0,0,0,0
17.8861788617886,0,22.5766103814884,0,7.19199499687305,0,0,44.5903689806129,7.75484677923702,0,0,0,0,0,0,0
42.1812968681076,20.3683281870313,8.46934274371416,0,9.40670489633877,2.02911336568152,0,14.1045434494927,3.44067048963388,0,0,0,0,0,0,0
0.689655172413793,12.5287356321839,25.9770114942529,0,5.05747126436782,10.3448275862069,0,45.4022988505747,0,0,0,0,0,0,0,0
9.30232558139535,0,21.5762273901809,0,0,0,0,69.1214470284238,0,0,0,0,0,0,0,0
0,0,0.130039011703511,0,3.25097529258778,36.0208062418726,0,60.5981794538362,0,0,0,0,0,0,0,0
43.5455492118209,11.0309167295055,14.4349886890014,0,7.40780638443032,1.342956659126,0,17.5158892599375,4.72189306617832,0,0,0,0,0,0,0
2.59023354564756,13.8428874734607,52.9087048832272,0,1.14649681528662,0,0,29.5116772823779,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
0,9.93975903614458,71.9879518072289,0,0,0,0,18.0722891566265,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.7127784290739,0,20.9847596717468,0,0,0,0,14.3024618991794,0,0,0,0,0,0,0,0
0,0,49.2771084337349,0,0,0,0,50.7228915662651,0,0,0,0,0,0,0,0
0,11.8155619596542,1.00864553314121,0,0,1.72910662824208,0,85.4466858789625,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,26.0958776347696,73.9041223652304,0,0,0,0,0,0,0
44.2290537294998,10.5400397996295,13.7926302065464,0,7.0781582378371,1.28319494956426,0,18.2220544843203,4.85486859260276,0,0,0,0,0,0,0
14.5985401459854,0,34.6193952033368,0,41.7101147028154,0,0,9.07194994786236,0,0,0,0,0,0,0,0
50,8.92857142857143,8.80952380952381,0,0,0,0,32.2619047619048,0,0,0,0,0,0,0,0
50,8.92857142857143,8.80952380952381,0,0,0,0,32.2619047619048,0,0,0,0,0,0,0,0
39.4873571181157,21.3254820459531,8.86733633529616,0,9.84874725782242,2.12446599699804,0,14.767347881307,3.57926336450756,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
64.5659561322212,3.67624343527958,9.17516218721038,0,1.35928328699413,5.06641952425085,0,16.1569354340439,0,0,0,0,0,0,0,0
24.8189280540802,0,13.5683244809271,0,1.2071463061323,35.2969579913085,0,25.1086431675519,0,0,0,0,0,0,0,0
3.59765051395007,0,26.5051395007342,0,8.44346549192364,0,0,52.3494860499266,9.10425844346549,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
0,0,70.8652792990142,0,0,0,0,29.1347207009858,0,0,0,0,0,0,0,0
3.3291192583228,13.7378845343447,52.5073746312684,0,1.1378002528445,0,0,29.2878213232196,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
0.97442143727162,0,16.1997563946407,0,0,0,0,82.8258221680877,0,0,0,0,0,0,0,0
0,39.5151515151515,52.1212121212121,0,3.27272727272727,0,0,5.09090909090909,0,0,0,0,0,0,0,0
35.8346927678086,0,18.1348558999456,0,10.0598151169114,0,0,33.2517672648178,2.71886895051659,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
65.4022988505747,0,20.5747126436782,0,0,0,0,14.0229885057471,0,0,0,0,0,0,0,0
16.1725067385445,0,0,0,0,0,0,82.2102425876011,1.61725067385445,0,0,0,0,0,0,0
91.743119266055,0,8.25688073394496,0,0,0,0,0,0,0,0,0,0,0,0,0
14.3509458577952,0,23.5485975212003,0,7.50163078930202,0,0,46.5101108936725,8.08871493803001,0,0,0,0,0,0,0
4.09026798307475,0,0,0,0,0,0,95.9097320169252,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.28893241919686,72.6738491674829,16.356513222331,0,5.68070519098923,0,0,0,0,0,0,0,0,0,0,0
21.2791633145615,34.7747385358005,7.58246178600161,0,13.2341110217216,0.0201126307320998,0,21.5004022526146,1.60901045856798,0,0,0,0,0,0,0
1.92837465564738,19.8347107438017,7.30027548209367,0,62.2589531680441,0,0,0,8.67768595041322,0,0,0,0,0,0,0
3.41052631578947,13.7263157894737,52.4631578947368,0,1.13684210526316,0,0,29.2631578947368,0,0,0,0,0,0,0,0
0,18.6551621541208,65.0104135673907,0,0,0,0,16.3344242784885,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
33.160621761658,0,11.7443868739206,0,0.863557858376511,31.6062176165803,0,22.6252158894646,0,0,0,0,0,0,0,0
13.9423076923077,0,58.6538461538462,0,26.9230769230769,0,0,0.480769230769231,0,0,0,0,0,0,0,0
43.8996232835095,16.6180580872524,10.6209746020173,0,9.21740187143031,2.1144732045206,0,10.9673107303439,6.56215822092599,0,0,0,0,0,0,0
11.2882653061224,0,38.5841836734694,0,0,0,0,50.1275510204082,0,0,0,0,0,0,0,0
68.5365853658537,0,5.52845528455285,0,0.40650406504065,14.8780487804878,0,10.650406504065,0,0,0,0,0,0,0,0
4.95049504950495,44.2008486562942,12.0933521923621,0,0,0,0,0,38.7553041018388,0,0,0,0,0,0,0
14.0372670807453,0,0,0,0,0,0,85.9627329192547,0,0,0,0,0,0,0,0
38.2336089056233,21.4127854628796,8.85651141851518,0,10.6818367848081,1.50609806008022,0,10.4690185806663,8.84014078742736,0,0,0,0,0,0,0
0,0,3.11688311688312,0,0,0,0,96.7532467532467,0.12987012987013,0,0,0,0,0,0,0
0,0,3.13725490196078,0,0,0,0,96.7320261437908,0.130718954248366,0,0,0,0,0,0,0
0,1.11731843575419,9.49720670391062,0,0,0,0,89.3854748603352,0,0,0,0,0,0,0,0
0,0,0,0,0.363516192994052,82.3529411764706,0,17.2835426305354,0,0,0,0,0,0,0,0
1.05374077976818,56.4805057955743,12.6448893572181,0,0,0,0,0,29.8208640674394,0,0,0,0,0,0,0
17.8283198826119,62.6925898752751,7.88701393983859,0,11.0051357300073,0,0,0.586940572267058,0,0,0,0,0,0,0,0
38.7658227848101,0,10.7594936708861,0,0.791139240506329,28.9556962025316,0,20.7278481012658,0,0,0,0,0,0,0,0
6.91747572815534,0,16.3834951456311,0,1.51699029126214,43.628640776699,0,31.5533980582524,0,0,0,0,0,0,0,0
66.8784291077101,3.43632688420445,8.57637886225816,0,1.27057464626047,4.73577822697083,0,15.102512272596,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1475409836066,21.4426229508197,8.86885245901639,0,10.6967213114754,1.50819672131148,0,10.483606557377,8.85245901639344,0,0,0,0,0,0,0
0,0,24.2857142857143,0,0,0,0,75.7142857142857,0,0,0,0,0,0,0,0
37.8623188405797,21.5415019762846,8.90974967061924,0,10.74604743083,1.51515151515152,0,10.5319499341238,8.89328063241107,0,0,0,0,0,0,0
1.669449081803,79.6327212020033,14.1903171953255,0,0,0,0,0,4.50751252086811,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
13.8451443569554,0,23.6876640419948,0,7.54593175853018,0,0,46.7847769028871,8.13648293963255,0,0,0,0,0,0,0
0,0,81.9889502762431,0,0,0,0,18.0110497237569,0,0,0,0,0,0,0,0
0.122249388753056,13.3251833740831,21.8826405867971,0,5.37897310513447,11.0024449877751,0,48.2885085574572,0,0,0,0,0,0,0,0
0,27.047913446677,1.85471406491499,0,0,0.927357032457496,0,70.1700154559505,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.1736526946108,86.8263473053892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.5490196078431,0,0,0,0,0,0,27.4509803921569,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4658583280153,39.8851308232291,10.9125717932355,0,0,0,0,0,38.7364390555201,0,0,0,0,0,0,0
66.3932024611779,3.48666861998242,8.70202168180486,0,1.28918839730442,4.80515675358922,0,15.3237620861412,0,0,0,0,0,0,0,0
18.2960893854749,1.53631284916201,13.268156424581,0,21.5083798882682,3.63128491620112,0,27.7932960893855,13.9664804469274,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
43.7160802487957,16.6778462101348,10.640892737362,0,9.25056405878407,2.12208061467163,0,11.0067687054089,6.58576742484298,0,0,0,0,0,0,0
43.7538086532602,16.6666666666667,10.6337599024985,0,9.24436319317489,2.12065813528336,0,10.9993906154784,6.58135283363803,0,0,0,0,0,0,0
0,24.6867167919799,7.64411027568922,0,0,0.75187969924812,0,66.9172932330827,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11.1716621253406,0,15.622161671208,31.6076294277929,0,41.5985467756585,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
0.671140939597315,0,7.60626398210291,0,0,0,0,91.7225950782998,0,0,0,0,0,0,0,0
25.820991629105,0,5.47327752736639,0,5.66645202833226,0.0643915003219575,0,57.8235672891178,5.1513200257566,0,0,0,0,0,0,0
8.4192439862543,0,62.1993127147766,0,28.8659793814433,0,0,0.515463917525773,0,0,0,0,0,0,0,0
2.74074074074074,0,26.7407407407407,0,8.51851851851852,0,0,52.8148148148148,9.18518518518519,0,0,0,0,0,0,0
40.1624945103206,0.241545893719807,11.1550285463329,0,8.87132191480018,0.57092665788318,0,36.5612648221344,2.43741765480896,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
22.7039810800158,34.0756799369334,7.58770201024833,0,12.9680725266062,0.0197083169097359,0,21.0681907765077,1.57666535277887,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.1728395061728,0,68.8271604938272,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25.1094890510949,31.970802919708,0,42.9197080291971,0,0,0,0,0,0,0,0
44.0505716532575,16.5446736434577,10.6708608069687,0,9.17669832436029,2.10513580545642,0,10.9188796806001,6.53318008589922,0,0,0,0,0,0,0
0,0,40.7464114832536,0,0,43.5406698564593,0,15.7129186602871,0,0,0,0,0,0,0,0
0,0,22.635589421784,0,0,0,0,0,77.3644105782161,0,0,0,0,0,0,0
5.57103064066852,19.7771587743733,4.73537604456824,0,1.94986072423398,0,0,46.908077994429,17.4930362116992,3.56545961002786,0,0,0,0,0,0
0,98.6315789473684,0,0,0,0,0,1.36842105263158,0,0,0,0,0,0,0,0
0,29.5833333333333,0,0,0,0,0,70.4166666666667,0,0,0,0,0,0,0,0
1.87852222917971,84.4708829054477,0,0,12.773951158422,0,0,0.876643706950532,0,0,0,0,0,0,0,0
2.25817323896191,85.3387259858443,0,0,0,0,0,12.0997640714526,0.303336703741153,0,0,0,0,0,0,0
