"Porosity","Permeability"
0.178850388859015,0.717019544112521
0.178858413478291,0.717023837910492
0.181062807106743,0.719102355641263
0.247946708729795,0.737151942321379
0.17080351405241,0.717205200340371
0.0192175212224109,0.74435577761289
0.159355497397256,0.716418901987096
0.173584792523501,0.717110904091735
0.211752866337455,0.744046919819768
0.105762566442054,0.723342201529773
0.209150758799572,0.744297760486855
0.173587020370287,0.717112046449327
0.105762566442054,0.723342201529773
0.174723315657634,0.722029318279664
0.0378172979400553,0.75834114020363
0.19,0.704693068967147
0.0407808973024438,0.728951948557219
0.0988029294441858,0.729987364829285
0.0309226153318971,0.728667127075061
0.0299959584398116,0.725668678618576
0.0416205862234561,0.727590594372757
0.056109439214363,0.726008578061261
0.0297313473201669,0.7259513601408
0.0380489033951392,0.730687313989204
0.0437429166423124,0.724684966181542
0.0350923782541849,0.72480402746744
0.122136630499719,0.723270979877584
0.0371679478666051,0.720049258063994
0.0467655998078968,0.725702887400118
0.0400392855399932,0.720967090004661
0.115791203058526,0.723077850502063
0.125806455163911,0.706396463738713
0.212853063215895,0.72748785946414
0.203561502297772,0.723365180262344
0.112877156066415,0.720535583892107
0.0171556936232755,0.727417192654465
0.126374323968281,0.7334423793852
0.185429885145924,0.70667945403583
0.0233737011428564,0.72738355056701
0.0605070193369668,0.72319841239217
0.17712784874293,0.718557641860873
0.117845147302568,0.724023840673095
0.0454221899093737,0.72150847396363
0.0432338666025309,0.737503735754642
0.0601120550662225,0.722004163585231
0.0363365944929931,0.722800649654328
0.0187389877817216,0.725990600601168
0.0187469499227687,0.725993541622052
0.164857615873566,0.71986459821706
0.15678574337422,0.745856306550216
0.0919431787724471,0.715083031804819
0.151398821947034,0.73459850038029
0.0901956042810027,0.717469821132019
0.0416581275206561,0.72862235568424
0.08881842438055,0.728191150351745
0.0273475905523912,0.723807934346329
0.0240358971392207,0.723416392737441
0.200082590225624,0.719652009048559
0.200542872697949,0.730058009589581
0.1996859437751,0.735343131380304
0.117862352579897,0.724026717902377
0.118066743050808,0.715362062748466
0.0210375466788634,0.723482357570818
0.017186403725563,0.727413090748895
0.0374658215954965,0.725168090944927
0.016578142313776,0.727773697597052
0.0383656819254004,0.73541871940131
0.01,0.72276980360217
0.183820469517462,0.703514448838952
0.01,0.72276980360217
0.00871962529927245,0.753447998060795
0.00934513154729934,0.738301320493118
0.00932533356401669,0.738776031151746
0.0255297904600071,0.730177686346569
0.00898680560142678,0.746940556723354
0.00946951376944141,0.735325887609687
0.0101421940765445,0.737102727679233
0.00916998694377639,0.742511499502601
0.00888551393877202,0.749400974432375
0.01,0.72276980360217
0.00872028333797604,0.75343190143368
0.0116498411719742,0.737010180130527
0.00864051792927008,0.75538559240092
0.0092555564229238,0.740451563401768
0.00999530166547858,0.723000289610973
0.00973497666183462,0.729413315639671
0.00947431198941993,0.735211346605866
0.00926251130411043,0.740284388090713
0.00956894854413918,0.732955866988963
0.01,0.72276980360217
0.00874254583678667,0.752887529439438
0.00674736127399543,0.803271217989101
0.00996631492111505,0.723560682288132
0.0101258579240485,0.738021549166572
0.00933534962767504,0.738535830565597
0.0266022336408008,0.726415220369933
0.0370233636857741,0.730804234320272
0.0266879919858345,0.726770645964563
0.0131062065564169,0.730292435115198
0.0280767275825596,0.727030997608295
0.01,0.72276980360217
0.0522296263706511,0.725956819405994
0.0605688523448306,0.730123325352978
0.00946592922575878,0.735411467909915
0.0268088709032619,0.724898564257736
0.0470419306696217,0.728608204214812
0.01,0.72276980360217
0.0126939114486911,0.722495875320407
0.0135946032444542,0.742015829225492
0.00764932897967832,0.780089552174799
0.0201730080546511,0.743604676115748
0.00935345528024474,0.738101827381836
0.0102932110080045,0.722795364554445
0.0363708160580753,0.779507996830658
0.0192232190148305,0.741808705999063
0.0116544834307992,0.722914046631186
0.0232162643902885,0.729018986910105
0.00893834242243424,0.748116738513566
0.0102131656937911,0.74786593711111
0.0910767354621492,0.74749782871035
0.217977055854786,0.738782343736041
0.0901251395659912,0.749606160813866
0.10319852338713,0.727574376171468
0.143958979309605,0.730712645906268
0.22,0.741310241300917
0.0304179259451542,0.741005175294491
0.138790616776909,0.734340783124888
0.152244888385844,0.731217074986122
0.00771429115458583,0.778446005975562
0.00743727474266396,0.785478724330604
0.0826558993370777,0.731594082492231
0.114783798751926,0.705242909626928
0.0764380163902817,0.727161961360718
0.00745694297187414,0.784977311047644
0.109428092475238,0.740796843911249
0.106834165518825,0.727494440653304
0.0859094885431681,0.743785591165217
