BLD_D2.5cm,BLD_D10cm,BLD_D22.5cm,BLD_D45cm,BLD_D80cm,BLD_D150cm,CLYPPT_D2.5cm,CLYPPT_D10cm,CLYPPT_D22.5cm,CLYPPT_D45cm,CLYPPT_D80cm,CLYPPT_D150cm,CRFVOL_D2.5cm,CRFVOL_D10cm,CRFVOL_D22.5cm,CRFVOL_D45cm,CRFVOL_D80cm,CRFVOL_D150cm,ORCDRC_D2.5cm,ORCDRC_D10cm,ORCDRC_D22.5cm,ORCDRC_D45cm,ORCDRC_D80cm,ORCDRC_D150cm,SLTPPT_D2.5cm,SLTPPT_D10cm,SLTPPT_D22.5cm,SLTPPT_D45cm,SLTPPT_D80cm,SLTPPT_D150cm,SNDPPT_D2.5cm,SNDPPT_D10cm,SNDPPT_D22.5cm,SNDPPT_D45cm,SNDPPT_D80cm,SNDPPT_D150cm
1395.56,1414.27,1444.80,1495.44,1555.92,1610.11,20.64,22.52,25.14,27.64,27.58,25.88,11.64,11.58,11.96,13.57,15.42,16.81,16.17,13.70,10.44,6.67,3.89,2.27,33.58,32.73,31.57,30.26,29.60,29.31,45.54,44.51,43.09,41.88,42.61,44.73
1279.70,1298.39,1328.99,1379.73,1440.26,1494.54,34.83,36.71,39.25,41.53,41.58,40.09,24.20,24.25,25.16,28.56,32.28,35.05,26.99,22.88,17.44,11.16,6.52,3.69,38.49,37.70,36.59,35.41,34.83,34.63,26.70,25.56,24.13,23.02,23.54,25.34
1288.79,1307.41,1337.87,1388.44,1448.75,1502.82,26.88,28.76,31.29,33.63,33.64,32.05,21.11,22.21,24.17,27.78,30.93,32.88,30.76,26.06,19.86,12.73,7.40,4.21,30.60,29.72,28.55,27.33,26.75,26.43,42.17,41.13,39.79,38.68,39.28,41.16
1290.53,1309.26,1339.79,1390.55,1451.09,1505.40,33.74,35.48,37.95,40.11,40.19,38.72,35.76,36.63,38.87,44.36,49.62,53.19,25.34,21.44,16.37,10.45,6.10,3.46,43.24,42.43,41.39,40.27,39.79,39.59,23.04,22.00,20.69,19.68,20.10,21.70
1283.96,1302.64,1333.22,1383.99,1444.52,1498.79,30.97,32.98,35.43,37.73,37.77,36.23,15.73,16.32,17.55,20.15,22.54,24.10,27.80,23.53,17.97,11.50,6.68,3.80,25.83,24.97,23.82,22.67,22.02,21.78,43.21,42.15,40.75,39.58,40.14,42.09
1289.34,1308.05,1338.63,1389.37,1449.91,1504.20,32.37,34.23,36.74,39.03,39.07,37.55,24.79,25.41,26.97,30.80,34.59,37.23,24.94,21.11,16.10,10.32,5.99,3.42,36.02,35.19,34.08,32.92,32.35,32.07,31.66,30.57,29.17,28.02,28.56,30.36
1310.85,1329.59,1360.14,1410.87,1471.44,1525.72,31.14,33.03,35.59,37.94,37.94,36.37,29.39,30.67,33.16,38.00,42.39,45.17,26.28,22.27,16.97,10.87,6.32,3.59,37.30,36.45,35.35,34.20,33.60,33.33,31.59,30.50,29.08,27.89,28.48,30.29
1298.90,1317.52,1347.93,1398.46,1458.70,1512.77,32.78,34.58,36.98,39.17,39.20,37.77,30.52,30.93,32.48,36.95,41.65,45.03,27.30,23.12,17.61,11.29,6.58,3.75,43.14,42.37,41.27,40.15,39.62,39.48,23.60,22.56,21.28,20.27,20.71,22.30
1274.03,1292.72,1323.34,1374.05,1434.59,1488.87,31.77,33.66,36.18,38.47,38.53,36.99,19.49,20.01,21.29,24.32,27.31,29.36,27.30,23.11,17.60,11.30,6.55,3.72,32.62,31.85,30.75,29.58,28.99,28.64,35.59,34.45,33.05,31.91,32.49,34.41
1295.45,1314.14,1344.74,1395.46,1456.01,1510.31,28.46,30.48,33.10,35.47,35.44,33.85,17.24,18.15,19.78,22.74,25.30,26.90,28.41,24.06,18.35,11.73,6.84,3.86,28.65,27.77,26.62,25.40,24.74,24.51,42.84,41.77,40.33,39.16,39.79,41.73
1325.53,1344.28,1374.85,1425.56,1486.11,1540.41,31.40,33.42,36.08,38.50,38.52,36.92,17.68,18.25,19.51,22.33,25.02,26.83,29.59,25.05,19.11,12.22,7.12,4.04,31.28,30.40,29.27,28.08,27.45,27.07,37.30,36.17,34.67,33.47,34.06,36.03
1315.02,1333.75,1364.31,1415.04,1475.60,1529.88,28.65,30.60,33.20,35.59,35.60,33.95,17.70,18.62,20.34,23.36,26.00,27.62,27.62,23.39,17.82,11.42,6.65,3.74,30.53,29.67,28.47,27.28,26.63,26.34,40.81,39.74,38.33,37.17,37.79,39.72
1351.83,1370.52,1401.09,1451.79,1512.30,1566.55,30.43,32.39,34.99,37.37,37.38,35.78,15.29,15.69,16.66,19.04,21.38,23.01,22.46,19.02,14.50,9.29,5.41,3.07,29.62,28.76,27.63,26.44,25.81,25.47,39.89,38.80,37.36,36.17,36.78,38.71
1330.59,1349.30,1379.87,1430.61,1491.16,1545.44,27.82,29.70,32.25,34.59,34.60,33.01,22.27,23.35,25.39,29.15,32.48,34.56,30.31,25.68,19.57,12.54,7.30,4.15,32.34,31.50,30.34,29.13,28.54,28.21,39.85,38.81,37.43,36.29,36.91,38.79
1361.06,1379.80,1410.37,1461.08,1521.67,1575.90,29.54,31.38,33.81,36.17,36.15,34.57,30.31,31.68,34.23,39.24,43.83,46.81,32.03,27.14,20.66,13.23,7.70,4.33,38.86,38.08,37.01,35.85,35.28,35.04,31.63,30.53,29.18,28.03,28.59,30.34
1271.44,1290.12,1320.66,1371.33,1431.82,1486.04,28.97,30.97,33.47,35.83,35.80,34.26,16.24,16.87,18.15,20.81,23.27,24.87,28.27,23.93,18.27,11.67,6.80,3.90,24.44,23.59,22.47,21.28,20.78,20.34,46.51,45.37,43.97,42.80,43.39,45.29
1261.49,1280.18,1310.73,1361.41,1421.90,1476.12,27.70,29.65,32.23,34.55,34.50,32.91,17.52,18.57,20.36,23.43,26.03,27.58,32.47,27.49,20.95,13.43,7.82,4.39,26.37,25.46,24.31,23.14,22.57,22.27,45.95,44.85,43.37,42.19,42.81,44.80
1341.32,1360.00,1390.54,1441.22,1501.69,1555.90,31.47,33.38,35.92,38.24,38.25,36.70,14.36,14.55,15.28,17.41,19.63,21.25,19.47,16.49,12.57,8.05,4.68,2.65,28.26,27.41,26.31,25.13,24.53,24.18,40.16,39.10,37.68,36.52,37.13,39.00
1218.46,1237.11,1267.61,1318.21,1378.59,1432.73,29.21,31.12,33.64,35.96,35.94,34.35,21.35,22.39,24.33,27.93,31.13,33.14,35.03,29.66,22.62,14.49,8.43,4.79,27.10,26.24,25.13,23.97,23.37,23.11,43.48,42.39,40.96,39.81,40.43,42.32
1297.88,1316.56,1347.10,1397.75,1458.22,1512.40,29.00,30.87,33.43,35.78,35.76,34.16,15.69,16.43,17.81,20.42,22.78,24.28,28.62,24.25,18.48,11.84,6.88,3.90,27.11,26.30,25.14,23.95,23.37,23.02,43.79,42.75,41.31,40.14,40.78,42.67
1383.53,1402.22,1432.79,1483.55,1544.07,1598.35,29.21,31.09,33.54,35.88,35.88,34.32,22.61,23.76,25.86,29.69,33.08,35.16,25.07,21.23,16.18,10.37,6.03,3.44,37.12,36.30,35.21,34.03,33.43,33.19,33.65,32.61,31.22,30.11,30.67,32.45
1327.02,1345.70,1376.26,1426.91,1487.39,1541.58,30.47,32.36,34.89,37.20,37.22,35.65,15.90,16.17,17.02,19.41,21.86,23.63,21.53,18.24,13.90,8.90,5.18,2.92,28.01,27.17,26.05,24.87,24.26,23.90,41.41,40.36,38.97,37.82,38.42,40.31
1286.12,1304.78,1335.31,1385.95,1446.36,1500.55,31.18,33.11,35.65,38.02,38.05,36.48,18.87,19.54,20.93,23.97,26.84,28.76,28.16,23.83,18.17,11.64,6.78,3.83,31.93,31.11,29.99,28.80,28.18,27.85,36.70,35.59,34.16,32.97,33.56,35.52
1364.95,1383.65,1414.23,1464.98,1525.51,1579.80,29.94,31.91,34.47,36.87,36.89,35.27,14.59,14.77,15.50,17.63,19.90,21.52,18.25,15.45,11.78,7.55,4.37,2.50,32.65,31.79,30.68,29.48,28.86,28.55,37.41,36.31,34.86,33.67,34.29,36.20
1335.59,1354.34,1384.89,1435.62,1496.17,1550.48,26.83,28.73,31.34,33.69,33.67,32.01,15.25,16.03,17.49,20.10,22.38,23.75,28.93,24.50,18.69,11.96,6.98,3.92,28.40,27.55,26.36,25.15,24.56,24.21,44.83,43.75,42.33,41.15,41.81,43.79
1145.59,1164.30,1194.85,1245.61,1306.15,1360.47,30.23,32.22,34.80,37.12,37.08,35.48,21.72,22.86,24.94,28.66,31.89,33.89,44.59,37.76,28.79,18.43,10.73,6.09,23.50,22.63,21.54,20.40,19.84,19.56,46.39,45.28,43.68,42.45,43.10,45.09
1255.02,1273.76,1304.31,1355.03,1415.63,1469.88,35.78,37.59,40.05,42.29,42.34,40.89,28.01,28.04,29.06,33.03,37.40,40.71,27.78,23.51,17.91,11.45,6.69,3.79,40.72,39.85,38.80,37.68,37.14,36.97,23.52,22.47,21.12,20.05,20.52,22.21
1185.09,1203.78,1234.33,1285.13,1345.60,1399.92,38.23,40.07,42.42,44.67,44.73,43.38,21.18,20.77,21.04,23.81,27.16,29.87,31.15,26.37,20.10,12.88,7.50,4.26,41.94,41.11,39.94,38.69,38.20,38.13,19.83,18.83,17.60,16.62,16.99,18.46
1163.62,1182.33,1212.91,1263.65,1324.18,1378.48,35.55,37.44,39.93,42.19,42.23,40.80,23.85,23.56,24.06,27.28,31.05,34.03,25.39,21.51,16.40,10.51,6.11,3.47,40.96,40.10,38.98,37.80,37.27,37.11,23.51,22.46,21.08,20.00,20.48,22.10
1257.02,1275.75,1306.29,1357.04,1417.62,1471.89,34.88,36.74,39.19,41.42,41.49,40.01,22.07,22.12,23.01,26.19,29.63,32.20,25.07,21.22,16.18,10.36,6.05,3.43,40.82,39.99,38.87,37.71,37.21,37.03,24.31,23.25,21.90,20.82,21.31,22.93
1144.21,1162.74,1193.03,1243.30,1303.28,1357.06,36.64,38.53,41.01,43.28,43.33,41.92,14.72,14.53,14.85,16.82,19.16,21.00,20.24,17.14,13.07,8.38,4.87,2.74,35.18,34.36,33.25,32.08,31.51,31.22,27.30,26.19,24.78,23.64,24.18,25.93
1160.12,1178.64,1208.93,1259.19,1319.16,1372.93,34.73,36.65,39.15,41.42,41.46,40.00,17.51,17.31,17.73,20.08,22.85,25.03,21.99,18.61,14.19,9.09,5.29,3.00,37.71,36.90,35.81,34.63,34.09,33.81,26.63,25.51,24.08,22.96,23.47,25.25
1209.47,1228.18,1258.76,1309.49,1370.04,1424.33,34.92,36.84,39.37,41.76,41.81,40.30,14.00,14.01,14.52,16.48,18.68,20.34,23.36,19.79,15.09,9.67,5.62,3.18,34.57,33.73,32.62,31.42,30.82,30.54,30.56,29.44,28.03,26.85,27.39,29.21
1351.44,1370.15,1400.74,1451.46,1512.01,1566.29,27.97,29.89,32.42,34.76,34.76,33.20,19.10,19.73,21.10,24.16,27.07,29.02,24.96,21.14,16.11,10.33,5.99,3.41,32.81,31.95,30.78,29.58,29.00,28.67,39.21,38.17,36.80,35.68,36.26,38.14
1160.36,1179.06,1209.61,1260.38,1320.89,1375.22,37.14,38.92,41.39,43.64,43.67,42.29,23.08,22.60,22.89,25.89,29.53,32.52,25.22,21.34,16.27,10.41,6.08,3.43,41.69,40.85,39.71,38.55,38.01,37.87,21.17,20.18,18.89,17.85,18.29,19.85
1111.70,1130.20,1160.45,1210.66,1270.56,1324.27,35.66,37.55,40.06,42.33,42.36,40.93,16.03,15.83,16.18,18.34,20.88,22.88,19.41,16.44,12.53,8.04,4.67,2.62,34.53,33.71,32.61,31.46,30.88,30.57,28.82,27.69,26.25,25.08,25.62,27.43
1211.88,1230.61,1261.18,1311.90,1372.47,1426.75,35.27,37.19,39.74,42.10,42.14,40.64,12.50,12.54,12.99,14.76,16.74,18.22,21.58,18.27,13.94,8.92,5.19,2.94,33.11,32.26,31.13,29.94,29.34,29.03,31.67,30.57,29.15,27.99,28.53,30.37
1158.01,1176.72,1207.30,1258.02,1318.58,1372.86,37.33,39.16,41.61,43.88,43.90,42.51,19.93,19.45,19.67,22.25,25.43,28.00,24.32,20.59,15.73,10.06,5.86,3.33,41.14,40.28,39.17,38.06,37.48,37.36,21.50,20.43,19.14,18.13,18.59,20.18
1125.46,1144.14,1174.69,1225.38,1285.84,1340.06,36.11,38.04,40.54,42.83,42.88,41.43,14.84,14.71,15.09,17.10,19.47,21.30,18.00,15.24,11.62,7.46,4.33,2.41,33.85,33.03,31.95,30.76,30.15,29.83,30.00,28.84,27.39,26.20,26.75,28.62
1189.58,1208.29,1238.87,1289.60,1350.15,1404.44,37.24,39.12,41.52,43.77,43.82,42.46,21.30,21.05,21.54,24.40,27.77,30.43,31.18,26.41,20.12,12.90,7.50,4.26,40.59,39.79,38.63,37.43,36.91,36.75,22.15,21.11,19.82,18.78,19.22,20.78
1121.41,1140.11,1170.69,1221.43,1281.98,1336.26,35.95,37.84,40.41,42.67,42.72,41.27,17.27,17.01,17.33,19.65,22.38,24.56,20.19,17.11,13.05,8.36,4.86,2.73,35.59,34.75,33.63,32.50,31.92,31.59,28.53,27.39,25.93,24.76,25.28,27.11
1147.66,1166.41,1196.99,1247.69,1308.28,1362.52,37.03,38.82,41.26,43.50,43.58,42.22,25.90,25.26,25.52,28.89,32.97,36.35,25.29,21.42,16.35,10.44,6.09,3.45,41.93,41.11,39.95,38.79,38.26,38.12,21.05,20.01,18.75,17.76,18.16,19.70
1154.76,1173.44,1204.03,1254.78,1315.34,1369.64,37.53,39.32,41.74,43.99,44.09,42.72,21.18,20.34,20.21,22.80,26.13,29.04,25.47,21.57,16.45,10.51,6.13,3.43,42.55,41.71,40.54,39.35,38.76,38.76,19.96,18.94,17.66,16.69,17.09,18.51
1154.44,1173.15,1203.75,1254.46,1315.02,1369.32,36.96,38.80,41.28,43.51,43.57,42.18,25.28,25.10,25.79,29.31,33.25,36.35,31.47,26.66,20.34,12.99,7.58,4.30,39.94,39.14,37.93,36.80,36.23,36.09,23.16,22.08,20.79,19.70,20.18,21.74
1130.45,1148.99,1179.29,1229.58,1289.57,1343.36,36.27,38.16,40.65,42.92,42.96,41.54,15.37,15.19,15.52,17.59,20.03,21.95,20.04,16.97,12.94,8.29,4.82,2.71,35.06,34.23,33.13,31.98,31.39,31.10,27.82,26.70,25.29,24.14,24.68,26.46
1138.39,1156.93,1187.24,1237.56,1297.57,1351.39,36.45,38.34,40.83,43.10,43.14,41.73,15.06,14.87,15.20,17.22,19.61,21.49,20.11,17.03,12.99,8.32,4.84,2.72,35.15,34.32,33.22,32.06,31.47,31.19,27.59,26.47,25.07,23.92,24.46,26.23
