"ELEV_MEAN_M_BASIN" ,"ELEV_MEDIAN_M_BASIN" ,"ELEV_MAX_M_BASIN" ,"ELEV_MIN_M_BASIN" ,"ELEV_STD_M_BASIN" ,"RRMEAM"           ,"RRMEDIAN"         ,"ASPECT_DEGREES" ,"ASPECT_NORTHNESS"   ,"ASPECT_EASTNESS"    ,"NS_SLOPE"            ,"EW_SLOPE"            ,"SLOPE_PCT"       ,"TAN_CURVE"
801.502356474383    ,767.48828125          ,3009.72680664062   ,13.9196348190308   ,515.671323215726   ,0.262894998404208  ,0.251541105021377  ,184.335277537421 ,-0.1988097078496     ,0.980038111536871    ,6.54783773971011e-05  ,-0.0120548205590342   ,17.8946574630675  ,7.25049232561771e-05
801.336303323677    ,767.333892822266      ,3009.72680664062   ,13.9196348190308   ,515.741373869622   ,0.262839569886555  ,0.251489570186563  ,184.334431834642 ,-0.199638457609906   ,0.979869627166358    ,6.55429547964025e-05  ,-0.0120525324205489   ,17.8912537594521  ,7.24924985287061e-05
661.343881402085    ,596.0908203125        ,3008.8330078125    ,9.27961349487305   ,512.543378835191   ,0.217387118076473  ,0.195632859188066  ,183.569482184912 ,-0.822583001376708   ,0.568645061392506    ,0.000446315271737517  ,-0.00957254988290054  ,16.0903587571863  ,7.10977858457864e-05
60.9018816915123    ,54.7222156524658      ,229.534957885742   ,13.952654838562    ,28.5069073412791   ,0.217778668236397  ,0.189113671380444  ,183.325618250088 ,-0.935546269594801   ,0.353204158309683    ,-0.00120094953627609  ,-0.00351560480155888  ,2.61833786190912  ,3.18560931848456e-05
924.658967738322    ,883.717468261719      ,3010.775390625     ,18.88840675354     ,491.525816912016   ,0.302742237881167  ,0.28905806474986   ,182.541231354371 ,-0.911700118628841   ,-0.410856293236647   ,0.00255534424417098   ,-0.012558613894301    ,19.2747119861703  ,7.31232578704393e-05
1147.21110662727    ,1214.01391601562      ,1906.79797363281   ,16.9452133178711   ,402.730710545128   ,0.598070874643715  ,0.633419030220251  ,201.278835354463 ,-0.860092676830412   ,-0.510137812029941   ,-0.0228329535093515   ,0.0111420070071109    ,15.7621492826313  ,1.01374287561669e-05
252.373656660972    ,149.257293701172      ,1415.85217285156   ,29.3456325531006   ,260.018580068159   ,0.160856092362797  ,0.0864847425258152 ,204.138956932548 ,0.684545649801351    ,0.728969994813261    ,-0.0453735997092165   ,-0.0207490960550386   ,9.31195874424309  ,5.90241315585578e-05
891.711051865484    ,860.716979980469      ,3010.775390625     ,15.2059783935547   ,503.841144746774   ,0.292600488539175  ,0.282253850681791  ,183.596354998441 ,-0.807006752308485   ,0.590542209946513    ,0.0010925832444467    ,-0.0121405642951648   ,18.8303867483915  ,7.31944240084267e-05
140.133189301651    ,106.216239929199      ,942.7724609375     ,23.8057231903076   ,108.937564145209   ,0.126585067046621  ,0.0896773662786941 ,176.816883724758 ,-0.990841396164864   ,0.135030839611042    ,0.00422611380238795   ,-0.00695914738417654  ,5.93806227473424  ,4.85117845152361e-05
1072.71013174158    ,1189.39428710938      ,1504.5966796875    ,15.1038932800293   ,305.466511682934   ,0.710044552154162  ,0.788382733065552  ,209.061272045082 ,-0.570315551742261   ,0.821425694412416    ,-0.0265164444009831   ,3.56559570099031e-05  ,8.72701779114981  ,1.2344457866066e-05
145.613423470273    ,111.000411987305      ,942.728149414062   ,28.0438594818115   ,109.925934338193   ,0.128535676497919  ,0.0906941918851997 ,177.065856459374 ,-0.927017105494942   ,0.375019047675954    ,0.00435575484565012   ,-0.0074164503419926   ,6.17071676076204  ,5.00629911110457e-05
891.667382201979    ,860.68701171875       ,3010.775390625     ,15.2059783935547   ,503.865665490934   ,0.292585910454846  ,0.282243846486396  ,183.597840104274 ,-0.806128845008101   ,0.59174004870881     ,0.00109245753055511   ,-0.0121399947000879   ,18.8297136234293  ,7.31902838142497e-05
1072.71013174158    ,1189.39428710938      ,1504.5966796875    ,15.1038932800293   ,305.466511682934   ,0.710044552154162  ,0.788382733065552  ,209.061272045082 ,-0.570315551742261   ,0.821425694412416    ,-0.0265164444009831   ,3.56559570099031e-05  ,8.72701779114981  ,1.2344457866066e-05
